ToolName,ModelName,Strength,Score,ErrorType
medici,NUMC_24,5,0,Invalid
kali,NUMC_24,5,0,Timeout
acts,MCA_19,5,2,
cagen,MCA_19,5,3,
pmedici,UNIFORM_BOOLEAN_1,5,2,
kali,UNIFORM_BOOLEAN_1,5,3,
acts,UNIFORM_BOOLEAN_1,5,4,
cagen,UNIFORM_BOOLEAN_1,5,4,
medici,UNIFORM_BOOLEAN_1,5,5,
caopt,UNIFORM_BOOLEAN_1,5,6,
acts,NUMC_28,5,2,
cagen,NUMC_28,5,3,
medici,NUMC_28,5,0,Invalid
kali,NUMC_28,5,0,Invalid
acts,MCAC_23,5,2,
cagen,MCAC_23,5,3,
cagen,CNF_10,5,2,
acts,CNF_10,5,3,
kali,CNF_10,5,0,Invalid
kali,MCAC_1,5,0,Timeout
medici,MCAC_1,5,0,Timeout
cagen,HIGHLY_CONSTRAINED_29,5,2,
kali,HIGHLY_CONSTRAINED_12,5,0,Timeout
caopt,BOOLC_22,5,2,
acts,BOOLC_22,5,3,
cagen,BOOLC_22,5,3,
medici,BOOLC_22,5,3,
pmedici,BOOLC_22,5,3,
kali,BOOLC_22,5,0,Invalid
caopt,MCAC_26,5,2,
acts,MCAC_26,5,3,
cagen,MCAC_26,5,3,
medici,MCAC_26,5,3,
pmedici,MCAC_26,5,3,
kali,MCAC_26,5,0,Timeout
kali,INDUSTRIAL_1,5,0,Timeout
medici,INDUSTRIAL_1,5,0,Timeout
acts,FM_2,5,2,
cagen,FM_2,5,3,
caopt,FM_2,5,4,
kali,FM_2,5,0,Timeout
pmedici,BOOLC_10,5,2,
acts,BOOLC_10,5,3,
medici,BOOLC_10,5,4,
cagen,BOOLC_10,5,5,
caopt,BOOLC_10,5,6,
kali,BOOLC_10,5,0,Invalid
acts,UNIFORM_ALL_11,5,2,
cagen,UNIFORM_ALL_11,5,3,
caopt,HIGHLY_CONSTRAINED_16,5,2,
acts,HIGHLY_CONSTRAINED_16,5,3,
cagen,HIGHLY_CONSTRAINED_16,5,3,
medici,HIGHLY_CONSTRAINED_16,5,3,
pmedici,HIGHLY_CONSTRAINED_16,5,3,
kali,HIGHLY_CONSTRAINED_16,5,0,Invalid
cagen,CNF_9,5,2,
kali,CNF_9,5,0,Timeout
medici,CNF_9,5,0,Timeout
acts,MCA_4,5,2,
cagen,MCA_4,5,3,
acts,MCAC_11,5,2,
cagen,MCAC_11,5,3,
caopt,MCAC_27,5,2,
pmedici,MCAC_27,5,3,
cagen,MCAC_27,5,4,
acts,MCAC_27,5,5,
medici,MCAC_27,5,5,
kali,MCAC_27,5,0,Invalid
cagen,MCA_22,5,2,
kali,MCA_22,5,0,Timeout
medici,MCA_22,5,0,Timeout
medici,NUMC_0,5,0,Invalid
acts,HIGHLY_CONSTRAINED_7,5,2,
cagen,HIGHLY_CONSTRAINED_7,5,3,
kali,HIGHLY_CONSTRAINED_7,5,0,Invalid
acts,FM_0,5,2,
cagen,FM_0,5,3,
caopt,FM_0,5,4,
kali,FM_0,5,0,Invalid
cagen,NUMC_27,5,2,
medici,NUMC_27,5,0,Invalid
kali,NUMC_27,5,0,Timeout
caopt,INDUSTRIAL_2,5,2,
pmedici,INDUSTRIAL_2,5,3,
acts,INDUSTRIAL_2,5,4,
cagen,INDUSTRIAL_2,5,5,
medici,INDUSTRIAL_2,5,6,
kali,INDUSTRIAL_2,5,0,Invalid
acts,UNIFORM_ALL_4,5,2,
cagen,UNIFORM_ALL_4,5,3,
caopt,CNF_23,5,2,
kali,CNF_23,5,0,Invalid
acts,CNF_23,5,3,
cagen,CNF_23,5,3,
medici,CNF_23,5,3,
acts,NUMC_8,5,2,
cagen,NUMC_8,5,2,
medici,NUMC_8,5,0,Invalid
kali,NUMC_8,5,0,Invalid
pmedici,UNIFORM_BOOLEAN_7,5,2,
kali,UNIFORM_BOOLEAN_7,5,3,
acts,UNIFORM_BOOLEAN_7,5,4,
cagen,UNIFORM_BOOLEAN_7,5,5,
medici,UNIFORM_BOOLEAN_7,5,6,
caopt,UNIFORM_BOOLEAN_7,5,7,
kali,UNIFORM_BOOLEAN_13,5,2,
pmedici,UNIFORM_BOOLEAN_13,5,3,
acts,UNIFORM_BOOLEAN_13,5,4,
cagen,UNIFORM_BOOLEAN_13,5,5,
medici,UNIFORM_BOOLEAN_13,5,6,
caopt,UNIFORM_BOOLEAN_13,5,7,
acts,INDUSTRIAL_12,5,0,Timeout
kali,INDUSTRIAL_12,5,0,Timeout
kali,CNF_7,5,0,Timeout
medici,CNF_7,5,0,Timeout
pmedici,INDUSTRIAL_10,5,2,
acts,INDUSTRIAL_10,5,3,
medici,INDUSTRIAL_10,5,3,
cagen,INDUSTRIAL_10,5,4,
caopt,INDUSTRIAL_10,5,5,
kali,INDUSTRIAL_10,5,0,Invalid
kali,MCAC_7,5,0,Timeout
medici,MCAC_7,5,0,Timeout
medici,CNF_1,5,0,Timeout
acts,MCA_13,5,2,
cagen,MCA_13,5,3,
caopt,INDUSTRIAL_9,5,2,
pmedici,INDUSTRIAL_9,5,3,
cagen,INDUSTRIAL_9,5,4,
acts,INDUSTRIAL_9,5,5,
medici,INDUSTRIAL_9,5,5,
kali,INDUSTRIAL_9,5,0,Timeout
kali,MCAC_22,5,0,Timeout
medici,MCAC_22,5,0,Timeout
acts,MCAC_15,5,2,
cagen,MCAC_15,5,3,
kali,CNF_18,5,0,Timeout
medici,CNF_18,5,0,Timeout
caopt,FM_10,5,2,
acts,FM_10,5,3,
cagen,FM_10,5,3,
medici,FM_10,5,3,
pmedici,FM_10,5,3,
kali,FM_10,5,0,Invalid
cagen,HIGHLY_CONSTRAINED_27,5,2,
kali,HIGHLY_CONSTRAINED_27,5,0,Timeout
caopt,BOOLC_18,5,2,
pmedici,BOOLC_18,5,3,
cagen,BOOLC_18,5,4,
acts,BOOLC_18,5,5,
medici,BOOLC_18,5,6,
kali,BOOLC_18,5,0,Invalid
acts,NUMC_17,5,2,
cagen,NUMC_17,5,3,
kali,NUMC_17,5,0,Invalid
medici,NUMC_17,5,0,Timeout
caopt,FM_13,5,2,
medici,FM_13,5,0,Invalid
acts,FM_13,5,3,
cagen,FM_13,5,3,
pmedici,FM_13,5,3,
kali,FM_13,5,0,Invalid
kali,HIGHLY_CONSTRAINED_5,5,0,Timeout
kali,UNIFORM_ALL_5,5,0,Timeout
medici,UNIFORM_ALL_5,5,0,Timeout
acts,CNF_12,5,2,
cagen,CNF_12,5,3,
acts,NUMC_12,5,2,
cagen,NUMC_12,5,2,
kali,NUMC_12,5,0,Timeout
medici,NUMC_12,5,0,Timeout
cagen,INDUSTRIAL_7,5,2,
pmedici,UNIFORM_BOOLEAN_9,5,2,
kali,UNIFORM_BOOLEAN_9,5,3,
acts,UNIFORM_BOOLEAN_9,5,4,
cagen,UNIFORM_BOOLEAN_9,5,5,
caopt,UNIFORM_BOOLEAN_9,5,6,
cagen,UNIFORM_ALL_7,5,2,
kali,UNIFORM_ALL_7,5,0,Timeout
medici,UNIFORM_ALL_7,5,0,Timeout
acts,BOOLC_2,5,2,
cagen,BOOLC_2,5,2,
medici,BOOLC_2,5,2,
pmedici,BOOLC_2,5,2,
kali,BOOLC_2,5,0,Invalid
caopt,BOOLC_2,5,0,Invalid
acts,CNF_2,5,2,
cagen,CNF_2,5,3,
cagen,MCAC_9,5,2,
acts,MCAC_9,5,3,
kali,MCAC_9,5,0,Invalid
pmedici,FM_6,5,2,
medici,FM_6,5,3,
cagen,FM_6,5,4,
caopt,FM_6,5,5,
acts,FM_6,5,5,
kali,FM_6,5,0,Invalid
cagen,CNF_5,5,2,
acts,CNF_5,5,3,
kali,CNF_5,5,0,Timeout
medici,CNF_5,5,0,Timeout
acts,CNF_3,5,2,
cagen,CNF_3,5,3,
kali,CNF_3,5,0,Timeout
kali,MCA_9,5,2,
pmedici,MCA_9,5,3,
acts,MCA_9,5,4,
cagen,MCA_9,5,5,
pmedici,UNIFORM_BOOLEAN_3,5,2,
kali,UNIFORM_BOOLEAN_3,5,3,
acts,UNIFORM_BOOLEAN_3,5,4,
cagen,UNIFORM_BOOLEAN_3,5,4,
medici,UNIFORM_BOOLEAN_3,5,5,
caopt,UNIFORM_BOOLEAN_3,5,6,
caopt,BOOLC_0,5,2,
acts,BOOLC_0,5,3,
cagen,BOOLC_0,5,4,
medici,BOOLC_0,5,4,
pmedici,BOOLC_0,5,4,
kali,BOOLC_0,5,0,Invalid
cagen,HIGHLY_CONSTRAINED_2,5,2,
acts,HIGHLY_CONSTRAINED_2,5,3,
kali,HIGHLY_CONSTRAINED_2,5,0,Timeout
acts,INDUSTRIAL_14,5,2,
cagen,INDUSTRIAL_14,5,3,
kali,INDUSTRIAL_14,5,0,Timeout
medici,INDUSTRIAL_14,5,0,Timeout
kali,MCAC_3,5,0,Timeout
medici,MCAC_3,5,0,Timeout
caopt,BOOLC_15,5,2,
acts,BOOLC_15,5,3,
cagen,BOOLC_15,5,3,
medici,BOOLC_15,5,4,
pmedici,BOOLC_15,5,4,
kali,BOOLC_15,5,0,Invalid
acts,UNIFORM_ALL_12,5,2,
cagen,UNIFORM_ALL_12,5,3,
acts,CNF_0,5,2,
cagen,CNF_0,5,3,
kali,CNF_0,5,0,Invalid
acts,HIGHLY_CONSTRAINED_22,5,2,
cagen,HIGHLY_CONSTRAINED_22,5,3,
kali,HIGHLY_CONSTRAINED_22,5,0,Timeout
pmedici,UNIFORM_BOOLEAN_0,5,2,
kali,UNIFORM_BOOLEAN_0,5,3,
cagen,UNIFORM_BOOLEAN_0,5,4,
acts,UNIFORM_BOOLEAN_0,5,5,
medici,UNIFORM_BOOLEAN_0,5,6,
caopt,UNIFORM_BOOLEAN_0,5,7,
pmedici,UNIFORM_BOOLEAN_14,5,2,
kali,UNIFORM_BOOLEAN_14,5,3,
acts,UNIFORM_BOOLEAN_14,5,4,
cagen,UNIFORM_BOOLEAN_14,5,5,
caopt,UNIFORM_BOOLEAN_14,5,6,
cagen,HIGHLY_CONSTRAINED_1,5,2,
kali,HIGHLY_CONSTRAINED_1,5,0,Timeout
medici,HIGHLY_CONSTRAINED_1,5,0,Timeout
caopt,CNF_6,5,2,
acts,CNF_6,5,3,
cagen,CNF_6,5,4,
kali,CNF_6,5,0,Timeout
acts,MCA_14,5,2,
cagen,MCA_14,5,3,
medici,MCA_14,5,0,Timeout
kali,MCAC_0,5,0,Timeout
caopt,HIGHLY_CONSTRAINED_23,5,2,
acts,HIGHLY_CONSTRAINED_23,5,3,
cagen,HIGHLY_CONSTRAINED_23,5,3,
medici,HIGHLY_CONSTRAINED_23,5,3,
pmedici,HIGHLY_CONSTRAINED_23,5,3,
kali,HIGHLY_CONSTRAINED_23,5,0,Timeout
cagen,MCAC_25,5,2,
kali,MCAC_25,5,0,Timeout
medici,MCAC_25,5,0,Timeout
cagen,CNF_15,5,2,
kali,CNF_15,5,0,Invalid
kali,MCAC_28,5,0,Timeout
medici,MCAC_28,5,0,Timeout
acts,NUMC_15,5,2,
cagen,NUMC_15,5,3,
medici,NUMC_15,5,0,Timeout
acts,UNIFORM_ALL_2,5,2,
cagen,UNIFORM_ALL_2,5,3,
pmedici,FM_14,5,2,
acts,FM_14,5,3,
cagen,FM_14,5,4,
medici,FM_14,5,5,
caopt,FM_14,5,6,
kali,FM_14,5,0,Invalid
cagen,NUMC_10,5,2,
acts,NUMC_10,5,3,
kali,NUMC_10,5,0,Invalid
medici,NUMC_10,5,0,Timeout
cagen,HIGHLY_CONSTRAINED_19,5,2,
cagen,UNIFORM_ALL_0,5,2,
kali,UNIFORM_ALL_0,5,3,
pmedici,UNIFORM_ALL_0,5,4,
acts,UNIFORM_ALL_0,5,5,
medici,UNIFORM_ALL_0,5,6,
caopt,UNIFORM_ALL_0,5,7,
caopt,BOOLC_9,5,2,
kali,BOOLC_9,5,0,Invalid
pmedici,BOOLC_9,5,3,
acts,BOOLC_9,5,4,
cagen,BOOLC_9,5,5,
medici,BOOLC_9,5,6,
caopt,BOOLC_5,5,2,
acts,BOOLC_5,5,3,
cagen,BOOLC_5,5,3,
kali,BOOLC_5,5,3,
medici,BOOLC_5,5,3,
pmedici,BOOLC_5,5,3,
kali,NUMC_11,5,0,Timeout
medici,NUMC_11,5,0,Timeout
pmedici,FM_1,5,2,
acts,FM_1,5,3,
cagen,FM_1,5,4,
medici,FM_1,5,4,
caopt,FM_1,5,5,
kali,FM_1,5,0,Invalid
pmedici,UNIFORM_BOOLEAN_4,5,2,
kali,UNIFORM_BOOLEAN_4,5,3,
acts,UNIFORM_BOOLEAN_4,5,4,
cagen,UNIFORM_BOOLEAN_4,5,5,
caopt,UNIFORM_BOOLEAN_4,5,6,
caopt,BOOLC_7,5,2,
pmedici,BOOLC_7,5,3,
cagen,BOOLC_7,5,4,
acts,BOOLC_7,5,5,
medici,BOOLC_7,5,6,
kali,BOOLC_7,5,0,Invalid
cagen,CNF_4,5,2,
kali,CNF_4,5,0,Timeout
medici,CNF_4,5,0,Timeout
acts,MCAC_4,5,2,
cagen,MCAC_4,5,3,
kali,MCAC_4,5,0,Timeout
caopt,INDUSTRIAL_13,5,2,
acts,INDUSTRIAL_13,5,3,
cagen,INDUSTRIAL_13,5,4,
pmedici,INDUSTRIAL_13,5,4,
medici,INDUSTRIAL_13,5,5,
kali,INDUSTRIAL_13,5,0,Invalid
caopt,BOOLC_12,5,2,
pmedici,BOOLC_12,5,3,
acts,BOOLC_12,5,4,
cagen,BOOLC_12,5,4,
medici,BOOLC_12,5,5,
kali,BOOLC_12,5,0,Invalid
pmedici,BOOLC_27,5,2,
cagen,BOOLC_27,5,3,
acts,BOOLC_27,5,4,
medici,BOOLC_27,5,5,
kali,BOOLC_27,5,0,Invalid
caopt,MCAC_13,5,2,
acts,MCAC_13,5,3,
cagen,MCAC_13,5,3,
medici,MCAC_13,5,3,
pmedici,MCAC_13,5,3,
kali,MCAC_13,5,0,Invalid
caopt,BOOLC_28,5,2,
pmedici,BOOLC_28,5,3,
medici,BOOLC_28,5,4,
cagen,BOOLC_28,5,5,
acts,BOOLC_28,5,6,
kali,BOOLC_28,5,0,Invalid
kali,HIGHLY_CONSTRAINED_17,5,0,Timeout
medici,HIGHLY_CONSTRAINED_17,5,0,Timeout
caopt,BOOLC_20,5,2,
acts,BOOLC_20,5,3,
cagen,BOOLC_20,5,3,
medici,BOOLC_20,5,3,
pmedici,BOOLC_20,5,3,
kali,BOOLC_20,5,0,Invalid
kali,NUMC_18,5,0,Timeout
medici,NUMC_18,5,0,Timeout
cagen,CNF_22,5,2,
kali,CNF_22,5,0,Timeout
medici,CNF_22,5,0,Timeout
caopt,BOOLC_4,5,2,
pmedici,BOOLC_4,5,3,
cagen,BOOLC_4,5,4,
medici,BOOLC_4,5,4,
acts,BOOLC_4,5,5,
kali,BOOLC_4,5,0,Invalid
acts,MCA_15,5,2,
cagen,MCA_15,5,3,
kali,NUMC_5,5,0,Timeout
cagen,HIGHLY_CONSTRAINED_26,5,2,
acts,HIGHLY_CONSTRAINED_26,5,3,
kali,HIGHLY_CONSTRAINED_26,5,0,Timeout
acts,MCA_23,5,2,
cagen,MCA_23,5,3,
acts,CNF_14,5,2,
cagen,CNF_14,5,3,
acts,CNF_13,5,2,
cagen,CNF_13,5,3,
pmedici,BOOLC_3,5,2,
acts,BOOLC_3,5,3,
medici,BOOLC_3,5,4,
cagen,BOOLC_3,5,5,
caopt,BOOLC_3,5,6,
kali,BOOLC_3,5,0,Invalid
pmedici,UNIFORM_ALL_9,5,2,
kali,UNIFORM_ALL_9,5,3,
cagen,UNIFORM_ALL_9,5,4,
acts,UNIFORM_ALL_9,5,5,
caopt,UNIFORM_ALL_9,5,6,
acts,MCA_27,5,2,
cagen,MCA_27,5,3,
caopt,BOOLC_16,5,2,
kali,BOOLC_16,5,0,Invalid
pmedici,BOOLC_16,5,3,
cagen,BOOLC_16,5,4,
medici,BOOLC_16,5,5,
acts,BOOLC_16,5,6,
cagen,HIGHLY_CONSTRAINED_10,5,2,
acts,HIGHLY_CONSTRAINED_10,5,3,
kali,HIGHLY_CONSTRAINED_10,5,0,Timeout
medici,HIGHLY_CONSTRAINED_10,5,0,Timeout
acts,HIGHLY_CONSTRAINED_13,5,2,
cagen,HIGHLY_CONSTRAINED_13,5,2,
kali,HIGHLY_CONSTRAINED_13,5,0,Timeout
cagen,CNF_26,5,2,
kali,CNF_26,5,0,Timeout
medici,CNF_26,5,0,Timeout
medici,MCAC_5,5,0,Timeout
kali,MCAC_14,5,0,Timeout
medici,MCAC_14,5,0,Timeout
cagen,MCA_12,5,2,
medici,MCA_12,5,0,Timeout
acts,CNF_25,5,2,
cagen,CNF_25,5,3,
medici,CNF_25,5,0,Timeout
acts,MCAC_18,5,2,
cagen,MCAC_18,5,3,
medici,HIGHLY_CONSTRAINED_21,5,0,Timeout
kali,NUMC_2,5,0,Timeout
medici,NUMC_2,5,0,Timeout
acts,MCA_24,5,2,
cagen,MCA_24,5,3,
acts,MCA_20,5,2,
cagen,MCA_20,5,3,
kali,MCA_20,5,0,Timeout
medici,MCA_20,5,0,Timeout
caopt,BOOLC_11,5,2,
acts,BOOLC_11,5,3,
cagen,BOOLC_11,5,3,
medici,BOOLC_11,5,3,
pmedici,BOOLC_11,5,3,
kali,BOOLC_11,5,0,Invalid
pmedici,FM_11,5,2,
cagen,FM_11,5,3,
medici,FM_11,5,4,
acts,FM_11,5,5,
caopt,FM_11,5,6,
kali,FM_11,5,0,Invalid
kali,HIGHLY_CONSTRAINED_14,5,0,Timeout
medici,HIGHLY_CONSTRAINED_14,5,0,Timeout
caopt,NUMC_21,5,2,
acts,NUMC_21,5,3,
cagen,NUMC_21,5,3,
kali,NUMC_21,5,0,Timeout
medici,NUMC_21,5,0,Timeout
cagen,CNF_21,5,2,
kali,CNF_21,5,0,Timeout
medici,CNF_21,5,0,Timeout
medici,NUMC_29,5,0,Invalid
kali,NUMC_29,5,0,Timeout
acts,CNF_29,5,2,
cagen,CNF_29,5,3,
kali,CNF_29,5,0,Invalid
acts,UNIFORM_ALL_6,5,2,
cagen,UNIFORM_ALL_6,5,3,
kali,UNIFORM_ALL_6,5,0,Timeout
acts,UNIFORM_ALL_1,5,2,
cagen,UNIFORM_ALL_1,5,3,
caopt,BOOLC_19,5,2,
pmedici,BOOLC_19,5,3,
acts,BOOLC_19,5,4,
cagen,BOOLC_19,5,4,
medici,BOOLC_19,5,5,
kali,BOOLC_19,5,0,Invalid
kali,MCA_28,5,0,Timeout
medici,MCA_28,5,0,Timeout
cagen,HIGHLY_CONSTRAINED_18,5,2,
acts,HIGHLY_CONSTRAINED_18,5,3,
kali,HIGHLY_CONSTRAINED_18,5,0,Timeout
medici,MCAC_10,5,0,Timeout
kali,MCAC_29,5,0,Timeout
medici,MCAC_29,5,0,Timeout
medici,INDUSTRIAL_5,5,0,Timeout
kali,MCAC_17,5,0,Timeout
medici,MCAC_17,5,0,Timeout
cagen,MCA_18,5,2,
kali,MCA_18,5,0,Timeout
medici,MCA_18,5,0,Timeout
cagen,NUMC_25,5,2,
acts,NUMC_25,5,3,
medici,NUMC_25,5,0,Invalid
kali,NUMC_25,5,0,Timeout
medici,NUMC_1,5,0,Invalid
acts,BOOLC_29,5,2,
cagen,BOOLC_29,5,2,
medici,BOOLC_29,5,2,
pmedici,BOOLC_29,5,2,
kali,BOOLC_29,5,0,Invalid
cagen,CNF_19,5,2,
kali,CNF_19,5,0,Timeout
medici,CNF_19,5,0,Timeout
pmedici,UNIFORM_BOOLEAN_10,5,2,
kali,UNIFORM_BOOLEAN_10,5,3,
acts,UNIFORM_BOOLEAN_10,5,4,
cagen,UNIFORM_BOOLEAN_10,5,5,
medici,UNIFORM_BOOLEAN_10,5,6,
caopt,UNIFORM_BOOLEAN_10,5,7,
caopt,FM_12,5,2,
acts,FM_12,5,3,
cagen,FM_12,5,3,
medici,FM_12,5,3,
pmedici,FM_12,5,3,
medici,NUMC_9,5,0,Invalid
kali,NUMC_9,5,0,Timeout
acts,MCA_0,5,2,
cagen,MCA_0,5,3,
cagen,NUMC_22,5,2,
medici,NUMC_22,5,0,Invalid
kali,NUMC_22,5,0,Timeout
acts,NUMC_6,5,2,
cagen,NUMC_6,5,3,
medici,NUMC_6,5,0,Timeout
kali,HIGHLY_CONSTRAINED_25,5,0,Timeout
medici,HIGHLY_CONSTRAINED_25,5,0,Timeout
acts,MCA_8,5,2,
cagen,MCA_8,5,3,
kali,MCA_8,5,0,Timeout
medici,NUMC_16,5,0,Invalid
kali,NUMC_16,5,0,Timeout
medici,NUMC_26,5,0,Invalid
kali,NUMC_26,5,0,Timeout
pmedici,BOOLC_21,5,2,
acts,BOOLC_21,5,3,
medici,BOOLC_21,5,4,
cagen,BOOLC_21,5,5,
caopt,BOOLC_21,5,6,
kali,BOOLC_21,5,0,Invalid
cagen,CNF_8,5,2,
kali,CNF_8,5,0,Timeout
medici,CNF_8,5,0,Timeout
pmedici,BOOLC_26,5,2,
acts,BOOLC_26,5,3,
caopt,BOOLC_26,5,4,
cagen,BOOLC_26,5,5,
kali,BOOLC_26,5,0,Invalid
medici,BOOLC_26,5,6,
cagen,CNF_16,5,2,
pmedici,CNF_16,5,3,
acts,CNF_16,5,4,
caopt,CNF_16,5,5,
medici,CNF_16,5,6,
kali,CNF_16,5,0,Invalid
kali,MCA_17,5,2,
acts,MCA_17,5,3,
cagen,MCA_17,5,4,
caopt,MCA_7,5,2,
kali,MCA_7,5,3,
pmedici,MCA_7,5,4,
cagen,MCA_7,5,5,
acts,MCA_7,5,6,
kali,HIGHLY_CONSTRAINED_20,5,0,Timeout
medici,HIGHLY_CONSTRAINED_20,5,0,Timeout
kali,CNF_11,5,0,Timeout
medici,CNF_11,5,0,Timeout
kali,MCA_10,5,2,
pmedici,MCA_10,5,3,
acts,MCA_10,5,4,
cagen,MCA_10,5,4,
kali,HIGHLY_CONSTRAINED_24,5,0,Timeout
medici,HIGHLY_CONSTRAINED_24,5,0,Timeout
kali,MCAC_24,5,0,Timeout
medici,MCAC_24,5,0,Timeout
kali,UNIFORM_BOOLEAN_12,2,2,
pmedici,UNIFORM_BOOLEAN_12,2,3,
acts,UNIFORM_BOOLEAN_12,2,4,
cagen,UNIFORM_BOOLEAN_12,2,4,
medici,UNIFORM_BOOLEAN_12,2,5,
caopt,UNIFORM_BOOLEAN_12,2,6,
pmedici,MCAC_6,2,2,
cagen,MCAC_6,2,3,
acts,MCAC_6,2,4,
medici,MCAC_6,2,5,
caopt,MCAC_6,2,6,
kali,MCAC_6,2,0,Invalid
kali,MCA_21,2,0,Invalid
pmedici,MCA_21,2,2,
medici,MCA_21,2,3,
cagen,MCA_21,2,4,
caopt,MCA_21,2,5,
acts,MCA_21,2,5,
pmedici,UNIFORM_BOOLEAN_2,2,2,
kali,UNIFORM_BOOLEAN_2,2,3,
acts,UNIFORM_BOOLEAN_2,2,4,
cagen,UNIFORM_BOOLEAN_2,2,4,
caopt,UNIFORM_BOOLEAN_2,2,5,
medici,UNIFORM_BOOLEAN_2,2,6,
pmedici,UNIFORM_BOOLEAN_5,2,2,
kali,UNIFORM_BOOLEAN_5,2,3,
acts,UNIFORM_BOOLEAN_5,2,4,
cagen,UNIFORM_BOOLEAN_5,2,4,
caopt,UNIFORM_BOOLEAN_5,2,5,
medici,UNIFORM_BOOLEAN_5,2,6,
kali,NUMC_3,2,0,Invalid
acts,NUMC_3,2,2,
cagen,NUMC_3,2,3,
caopt,NUMC_3,2,4,
medici,NUMC_3,2,0,Invalid
pmedici,MCA_1,2,2,
kali,MCA_1,2,0,Invalid
medici,MCA_1,2,3,
acts,MCA_1,2,4,
caopt,MCA_1,2,5,
cagen,MCA_1,2,6,
kali,MCA_6,2,2,
pmedici,MCA_6,2,3,
acts,MCA_6,2,4,
caopt,MCA_6,2,5,
medici,MCA_6,2,5,
cagen,MCA_6,2,6,
kali,MCAC_12,2,0,Invalid
caopt,MCAC_12,2,2,
medici,MCAC_12,2,3,
pmedici,FM_4,2,2,
medici,FM_4,2,3,
caopt,FM_4,2,4,
acts,FM_4,2,4,
cagen,FM_4,2,4,
kali,FM_4,2,0,Invalid
caopt,INDUSTRIAL_3,2,2,
medici,INDUSTRIAL_3,2,2,
pmedici,INDUSTRIAL_3,2,2,
acts,INDUSTRIAL_3,2,3,
cagen,INDUSTRIAL_3,2,3,
kali,INDUSTRIAL_3,2,0,Invalid
kali,MCA_5,2,2,
pmedici,MCA_5,2,3,
acts,MCA_5,2,4,
medici,MCA_5,2,5,
cagen,MCA_5,2,6,
caopt,MCA_5,2,7,
caopt,HIGHLY_CONSTRAINED_4,2,2,
acts,HIGHLY_CONSTRAINED_4,2,3,
cagen,HIGHLY_CONSTRAINED_4,2,3,
medici,HIGHLY_CONSTRAINED_4,2,3,
pmedici,HIGHLY_CONSTRAINED_4,2,3,
kali,HIGHLY_CONSTRAINED_4,2,0,Timeout
kali,BOOLC_24,2,0,Invalid
caopt,BOOLC_24,2,2,
pmedici,BOOLC_24,2,3,
cagen,BOOLC_24,2,4,
acts,BOOLC_24,2,5,
medici,BOOLC_24,2,6,
kali,MCA_16,2,0,Invalid
pmedici,MCA_16,2,2,
acts,MCA_16,2,3,
caopt,MCA_16,2,4,
cagen,MCA_16,2,5,
medici,MCA_16,2,5,
pmedici,MCAC_19,2,2,
cagen,MCAC_19,2,3,
acts,MCAC_19,2,4,
medici,MCAC_19,2,4,
caopt,MCAC_19,2,5,
kali,MCAC_19,2,0,Invalid
pmedici,UNIFORM_BOOLEAN_11,2,2,
kali,UNIFORM_BOOLEAN_11,2,3,
acts,UNIFORM_BOOLEAN_11,2,4,
cagen,UNIFORM_BOOLEAN_11,2,4,
caopt,UNIFORM_BOOLEAN_11,2,5,
medici,UNIFORM_BOOLEAN_11,2,6,
pmedici,CNF_20,2,2,
kali,CNF_20,2,0,Invalid
acts,CNF_20,2,3,
cagen,CNF_20,2,4,
medici,CNF_20,2,5,
caopt,CNF_20,2,6,
cagen,NUMC_23,2,2,
caopt,NUMC_23,2,3,
acts,NUMC_23,2,3,
medici,NUMC_23,2,0,Invalid
kali,NUMC_23,2,0,Invalid
kali,UNIFORM_ALL_8,2,2,
pmedici,UNIFORM_ALL_8,2,3,
caopt,UNIFORM_ALL_8,2,4,
acts,UNIFORM_ALL_8,2,5,
cagen,UNIFORM_ALL_8,2,5,
medici,UNIFORM_ALL_8,2,6,
caopt,NUMC_14,2,2,
acts,NUMC_14,2,3,
cagen,NUMC_14,2,3,
kali,NUMC_14,2,0,Invalid
medici,NUMC_14,2,0,Invalid
pmedici,UNIFORM_BOOLEAN_6,2,2,
kali,UNIFORM_BOOLEAN_6,2,3,
acts,UNIFORM_BOOLEAN_6,2,4,
cagen,UNIFORM_BOOLEAN_6,2,4,
caopt,UNIFORM_BOOLEAN_6,2,5,
medici,UNIFORM_BOOLEAN_6,2,5,
kali,INDUSTRIAL_8,2,0,Invalid
pmedici,INDUSTRIAL_8,2,2,
acts,INDUSTRIAL_8,2,3,
cagen,INDUSTRIAL_8,2,3,
caopt,INDUSTRIAL_8,2,4,
medici,INDUSTRIAL_8,2,0,Invalid
pmedici,FM_8,2,2,
caopt,FM_8,2,3,
acts,FM_8,2,4,
cagen,FM_8,2,4,
kali,FM_8,2,0,Invalid
medici,FM_8,2,4,
pmedici,BOOLC_13,2,2,
kali,BOOLC_13,2,0,Invalid
cagen,BOOLC_13,2,3,
caopt,BOOLC_13,2,4,
acts,BOOLC_13,2,4,
medici,BOOLC_13,2,4,
kali,BOOLC_23,2,2,
pmedici,BOOLC_23,2,3,
caopt,BOOLC_23,2,4,
cagen,BOOLC_23,2,5,
acts,BOOLC_23,2,6,
medici,BOOLC_23,2,7,
pmedici,BOOLC_1,2,2,
kali,BOOLC_1,2,3,
acts,BOOLC_1,2,4,
