ToolName,ModelName,Strength,TimeSeconds,Size,ErrorType
kali,MCAC_24,3,301.0,0,Timeout
caopt,UNIFORM_BOOLEAN_12,5,293.19,184,
acts,UNIFORM_BOOLEAN_12,5,1.45,199,
cagen,UNIFORM_BOOLEAN_12,5,0.26,195,
kali,UNIFORM_BOOLEAN_12,5,41.77,226,
pmedici,UNIFORM_BOOLEAN_12,5,66.03,284,
acts,MCAC_6,5,103.79,68080,
cagen,MCAC_6,5,45.19,68167,
kali,MCAC_6,5,69.93,4,Invalid
acts,MCA_21,5,237.81,280663,
cagen,MCA_21,5,62.2,274745,
medici,MCA_21,5,301.0,0,Timeout
caopt,UNIFORM_BOOLEAN_2,5,293.18,142,
acts,UNIFORM_BOOLEAN_2,5,0.57,160,
cagen,UNIFORM_BOOLEAN_2,5,0.05,159,
kali,UNIFORM_BOOLEAN_2,5,7.79,179,
medici,UNIFORM_BOOLEAN_2,5,78.45,152,
pmedici,UNIFORM_BOOLEAN_2,5,9.52,198,
caopt,UNIFORM_BOOLEAN_5,5,293.18,131,
acts,UNIFORM_BOOLEAN_5,5,0.48,146,
cagen,UNIFORM_BOOLEAN_5,5,0.03,146,
kali,UNIFORM_BOOLEAN_5,5,5.22,172,
medici,UNIFORM_BOOLEAN_5,5,43.6,143,
pmedici,UNIFORM_BOOLEAN_5,5,6.1,183,
medici,NUMC_3,5,1.38,481,Invalid
medici,MCA_1,5,301.0,0,Timeout
acts,MCA_6,5,49.28,147217,
cagen,MCA_6,5,10.86,146787,
kali,MCAC_12,5,301.0,0,Timeout
medici,MCAC_12,5,301.0,0,Timeout
caopt,FM_4,5,2.18,51,
acts,FM_4,5,1.13,31,
cagen,FM_4,5,0.02,30,
kali,FM_4,5,5.71,3,Invalid
medici,FM_4,5,8.9,30,
pmedici,FM_4,5,9.93,30,
caopt,INDUSTRIAL_3,5,293.24,649,
acts,INDUSTRIAL_3,5,1.11,324,
cagen,INDUSTRIAL_3,5,0.03,324,
kali,INDUSTRIAL_3,5,4.15,4,Invalid
medici,INDUSTRIAL_3,5,50.38,324,
pmedici,INDUSTRIAL_3,5,21.93,324,
acts,MCA_5,5,63.63,497719,
cagen,MCA_5,5,13.89,497910,
caopt,HIGHLY_CONSTRAINED_4,5,46.63,3,
acts,HIGHLY_CONSTRAINED_4,5,0.9,1,
cagen,HIGHLY_CONSTRAINED_4,5,0.01,1,
kali,HIGHLY_CONSTRAINED_4,5,2.86,0,Timeout
medici,HIGHLY_CONSTRAINED_4,5,0.28,1,
pmedici,HIGHLY_CONSTRAINED_4,5,2.64,1,
acts,BOOLC_24,5,1.67,148,
cagen,BOOLC_24,5,0.11,150,
kali,BOOLC_24,5,15.91,16,Invalid
medici,BOOLC_24,5,56.74,149,
pmedici,BOOLC_24,5,58.94,157,
cagen,MCA_16,5,283.64,1134418,
kali,MCA_16,5,301.0,0,Timeout
medici,MCA_16,5,301.0,0,Timeout
caopt,MCAC_19,5,295.81,5447,
acts,MCAC_19,5,4.09,4072,
cagen,MCAC_19,5,0.33,4072,
kali,MCAC_19,5,26.2,0,Timeout
caopt,UNIFORM_BOOLEAN_11,5,66.07,83,
acts,UNIFORM_BOOLEAN_11,5,0.35,93,
cagen,UNIFORM_BOOLEAN_11,5,0.0,98,
kali,UNIFORM_BOOLEAN_11,5,2.28,104,
medici,UNIFORM_BOOLEAN_11,5,19.66,88,
pmedici,UNIFORM_BOOLEAN_11,5,1.93,100,
kali,CNF_20,5,301.0,0,Timeout
medici,CNF_20,5,301.0,0,Timeout
acts,NUMC_23,5,7.09,668,
cagen,NUMC_23,5,1.04,668,
kali,NUMC_23,5,30.1,0,Timeout
medici,NUMC_23,5,8.39,91,Invalid
kali,UNIFORM_ALL_8,5,301.0,0,Timeout
medici,UNIFORM_ALL_8,5,301.0,0,Timeout
acts,NUMC_14,5,53.29,24,
cagen,NUMC_14,5,148.39,24,
kali,NUMC_14,5,147.21,0,Timeout
medici,NUMC_14,5,0.0,3,Invalid
caopt,UNIFORM_BOOLEAN_6,5,293.19,152,
acts,UNIFORM_BOOLEAN_6,5,0.75,169,
cagen,UNIFORM_BOOLEAN_6,5,0.06,170,
kali,UNIFORM_BOOLEAN_6,5,12.33,197,
medici,UNIFORM_BOOLEAN_6,5,138.98,166,
pmedici,UNIFORM_BOOLEAN_6,5,16.26,219,
caopt,INDUSTRIAL_8,5,23.19,145,
acts,INDUSTRIAL_8,5,0.96,144,
cagen,INDUSTRIAL_8,5,0.02,144,
kali,INDUSTRIAL_8,5,14.83,138,Invalid
medici,INDUSTRIAL_8,5,20.61,136,Invalid
pmedici,INDUSTRIAL_8,5,7.74,144,
caopt,FM_8,5,5.28,69,
acts,FM_8,5,0.6,40,
cagen,FM_8,5,0.0,40,
kali,FM_8,5,2.54,11,Invalid
medici,FM_8,5,24.01,40,
pmedici,FM_8,5,2.33,40,
caopt,BOOLC_13,5,293.2,98,
acts,BOOLC_13,5,1.4,96,
cagen,BOOLC_13,5,0.06,90,
kali,BOOLC_13,5,15.55,15,Invalid
medici,BOOLC_13,5,35.58,93,
pmedici,BOOLC_13,5,42.33,103,
caopt,BOOLC_23,5,293.19,156,
acts,BOOLC_23,5,0.65,86,
cagen,BOOLC_23,5,0.0,87,
kali,BOOLC_23,5,2.81,60,Invalid
medici,BOOLC_23,5,20.41,85,
pmedici,BOOLC_23,5,2.22,94,
caopt,BOOLC_1,5,293.19,169,
acts,BOOLC_1,5,0.8,155,
cagen,BOOLC_1,5,0.04,155,
kali,BOOLC_1,5,6.78,199,Invalid
medici,BOOLC_1,5,65.44,149,
pmedici,BOOLC_1,5,7.16,181,
caopt,BOOLC_25,5,295.25,496,
acts,BOOLC_25,5,1.61,214,
cagen,BOOLC_25,5,0.09,221,
kali,BOOLC_25,5,29.5,40,Invalid
medici,BOOLC_25,5,84.69,215,
pmedici,BOOLC_25,5,53.74,231,
acts,HIGHLY_CONSTRAINED_15,5,11.65,15505,
cagen,HIGHLY_CONSTRAINED_15,5,0.63,15483,
kali,HIGHLY_CONSTRAINED_15,5,72.51,43,Invalid
caopt,INDUSTRIAL_11,5,79.29,260,
acts,INDUSTRIAL_11,5,0.65,247,
cagen,INDUSTRIAL_11,5,0.01,237,
kali,INDUSTRIAL_11,5,2.72,18,Invalid
medici,INDUSTRIAL_11,5,63.12,205,
pmedici,INDUSTRIAL_11,5,2.85,246,
acts,MCAC_21,5,80.79,8818,
cagen,MCAC_21,5,45.22,8826,
kali,MCAC_21,5,301.0,0,Timeout
kali,NUMC_19,5,301.0,0,Timeout
medici,NUMC_19,5,0.0,9,Invalid
cagen,CNF_17,5,112.69,186078,
kali,CNF_17,5,301.0,0,Timeout
medici,CNF_17,5,301.0,0,Timeout
caopt,FM_9,5,45.38,162,
acts,FM_9,5,0.94,177,
cagen,FM_9,5,0.02,182,
kali,FM_9,5,4.49,4,Invalid
medici,FM_9,5,24.71,174,
pmedici,FM_9,5,11.9,198,
caopt,BOOLC_17,5,295.22,113,
acts,BOOLC_17,5,1.39,59,
cagen,BOOLC_17,5,0.02,59,
kali,BOOLC_17,5,5.09,2,Invalid
medici,BOOLC_17,5,12.65,58,
pmedici,BOOLC_17,5,10.8,58,
caopt,HIGHLY_CONSTRAINED_28,5,7.49,33,
acts,HIGHLY_CONSTRAINED_28,5,2.13,16,
cagen,HIGHLY_CONSTRAINED_28,5,0.13,16,
kali,HIGHLY_CONSTRAINED_28,5,9.96,0,Timeout
medici,HIGHLY_CONSTRAINED_28,5,13.68,16,
pmedici,HIGHLY_CONSTRAINED_28,5,26.21,16,
caopt,FM_5,5,293.21,184,
acts,FM_5,5,40.33,229,
cagen,FM_5,5,3.16,238,
kali,FM_5,5,301.0,0,Timeout
acts,MCA_29,5,4.34,37471,
cagen,MCA_29,5,0.39,35283,
caopt,BOOLC_14,5,0.39,13,
acts,BOOLC_14,5,1.17,6,
cagen,BOOLC_14,5,0.01,6,
kali,BOOLC_14,5,3.95,4,Invalid
medici,BOOLC_14,5,2.47,6,
pmedici,BOOLC_14,5,4.35,6,
caopt,INDUSTRIAL_6,5,295.29,1804,
acts,INDUSTRIAL_6,5,1.69,1448,
cagen,INDUSTRIAL_6,5,0.2,1450,
kali,INDUSTRIAL_6,5,26.69,28,Invalid
pmedici,INDUSTRIAL_6,5,110.35,1686,
kali,MCAC_20,5,301.0,0,Timeout
cagen,MCA_3,5,95.59,658597,
kali,MCA_3,5,301.0,0,Timeout
medici,MCA_3,5,301.0,0,Timeout
acts,MCAC_16,5,12.33,25681,
cagen,MCAC_16,5,1.53,25237,
kali,MCAC_16,5,301.0,0,Timeout
acts,MCA_25,5,3.7,78478,
cagen,MCA_25,5,0.38,78534,
acts,INDUSTRIAL_0,5,220.59,756,
cagen,INDUSTRIAL_0,5,6.38,750,
kali,INDUSTRIAL_0,5,301.0,0,Timeout
medici,INDUSTRIAL_0,5,301.0,0,Timeout
caopt,HIGHLY_CONSTRAINED_11,5,295.21,1,Invalid
acts,HIGHLY_CONSTRAINED_11,5,14.6,2,
cagen,HIGHLY_CONSTRAINED_11,5,0.86,2,
kali,HIGHLY_CONSTRAINED_11,5,75.11,0,Timeout
medici,HIGHLY_CONSTRAINED_11,5,68.82,2,
acts,MCA_2,5,26.61,18610,
cagen,MCA_2,5,8.92,18705,
acts,CNF_28,5,225.95,196311,
cagen,CNF_28,5,25.67,195784,
kali,CNF_28,5,123.49,0,Timeout
kali,MCAC_2,5,301.0,0,Timeout
medici,MCAC_2,5,301.0,0,Timeout
cagen,HIGHLY_CONSTRAINED_8,5,89.39,211375,
kali,HIGHLY_CONSTRAINED_8,5,301.0,0,Timeout
medici,HIGHLY_CONSTRAINED_8,5,301.0,0,Timeout
caopt,HIGHLY_CONSTRAINED_6,5,293.4,685,
acts,HIGHLY_CONSTRAINED_6,5,12.31,342,
cagen,HIGHLY_CONSTRAINED_6,5,1.73,342,
kali,HIGHLY_CONSTRAINED_6,5,64.53,0,Timeout
medici,HIGHLY_CONSTRAINED_6,5,161.95,342,
acts,NUMC_7,5,15.01,32271,
cagen,NUMC_7,5,1.73,31714,
medici,NUMC_7,5,0.0,9,Invalid
caopt,UNIFORM_BOOLEAN_8,5,5.98,54,
acts,UNIFORM_BOOLEAN_8,5,0.31,60,
cagen,UNIFORM_BOOLEAN_8,5,0.0,56,
kali,UNIFORM_BOOLEAN_8,5,2.16,69,
medici,UNIFORM_BOOLEAN_8,5,3.84,48,
pmedici,UNIFORM_BOOLEAN_8,5,1.98,63,
acts,UNIFORM_ALL_13,5,83.35,77523,
cagen,UNIFORM_ALL_13,5,3.24,66645,
kali,NUMC_20,5,301.0,0,Timeout
medici,NUMC_20,5,0.09,97,Invalid
acts,CNF_24,5,5.15,12415,
cagen,CNF_24,5,0.59,12385,
kali,CNF_24,5,301.0,0,Timeout
acts,UNIFORM_ALL_3,5,23.36,5930,
cagen,UNIFORM_ALL_3,5,1.81,6345,
acts,HIGHLY_CONSTRAINED_9,5,229.06,238898,
cagen,HIGHLY_CONSTRAINED_9,5,35.19,238676,
kali,UNIFORM_ALL_10,5,301.0,0,Timeout
medici,UNIFORM_ALL_10,5,301.0,0,Timeout
kali,UNIFORM_ALL_14,5,301.0,0,Timeout
medici,UNIFORM_ALL_14,5,301.0,0,Timeout
acts,MCAC_8,5,297.99,6679,
kali,MCAC_8,5,301.0,0,Timeout
medici,MCAC_8,5,301.0,0,Timeout
cagen,HIGHLY_CONSTRAINED_0,5,238.76,356666,
kali,HIGHLY_CONSTRAINED_0,5,301.0,0,Timeout
caopt,FM_3,5,293.19,247,
acts,FM_3,5,5.99,275,
cagen,FM_3,5,0.82,271,
kali,FM_3,5,301.0,0,Timeout
acts,MCA_26,5,43.38,211457,
cagen,MCA_26,5,6.0,200970,
caopt,BOOLC_8,5,0.29,9,
acts,BOOLC_8,5,1.59,4,
cagen,BOOLC_8,5,0.1,4,
kali,BOOLC_8,5,6.16,2,Invalid
medici,BOOLC_8,5,3.63,4,
pmedici,BOOLC_8,5,10.1,4,
kali,NUMC_4,5,301.0,0,Timeout
medici,NUMC_4,5,0.16,0,Timeout
acts,MCA_11,5,2.03,32393,
cagen,MCA_11,5,0.21,32387,
kali,MCA_11,5,301.0,0,Timeout
cagen,CNF_27,5,69.18,149567,
kali,CNF_27,5,301.0,0,Timeout
medici,CNF_27,5,301.0,0,Timeout
kali,HIGHLY_CONSTRAINED_3,5,301.0,0,Timeout
medici,HIGHLY_CONSTRAINED_3,5,301.0,0,Timeout
caopt,BOOLC_6,5,295.25,440,
acts,BOOLC_6,5,1.15,155,
cagen,BOOLC_6,5,0.03,153,
kali,BOOLC_6,5,5.62,20,Invalid
medici,BOOLC_6,5,45.79,152,
pmedici,BOOLC_6,5,5.86,165,
medici,NUMC_13,5,0.01,19,Invalid
kali,NUMC_24,5,301.0,0,Timeout
medici,NUMC_24,5,0.0,9,Invalid
acts,MCA_19,5,8.8,148320,
cagen,MCA_19,5,1.25,148248,
caopt,UNIFORM_BOOLEAN_1,5,293.18,130,
acts,UNIFORM_BOOLEAN_1,5,0.5,146,
cagen,UNIFORM_BOOLEAN_1,5,0.03,146,
kali,UNIFORM_BOOLEAN_1,5,5.07,170,
medici,UNIFORM_BOOLEAN_1,5,44.14,140,
pmedici,UNIFORM_BOOLEAN_1,5,6.02,180,
acts,NUMC_28,5,3.12,6533,
cagen,NUMC_28,5,0.11,6414,
kali,NUMC_28,5,8.95,2,Invalid
medici,NUMC_28,5,0.0,3,Invalid
acts,MCAC_23,5,216.47,193347,
cagen,MCAC_23,5,44.92,190942,
acts,CNF_10,5,121.11,99413,
cagen,CNF_10,5,5.71,101431,
kali,CNF_10,5,42.61,5,Invalid
kali,MCAC_1,5,301.0,0,Timeout
medici,MCAC_1,5,301.0,0,Timeout
cagen,HIGHLY_CONSTRAINED_29,5,182.65,582861,
kali,HIGHLY_CONSTRAINED_12,5,49.96,0,Timeout
caopt,BOOLC_22,5,64.49,73,
acts,BOOLC_22,5,0.8,39,
cagen,BOOLC_22,5,0.0,39,
kali,BOOLC_22,5,2.71,26,Invalid
medici,BOOLC_22,5,13.65,39,
pmedici,BOOLC_22,5,2.27,39,
caopt,MCAC_26,5,295.2,47,
acts,MCAC_26,5,0.96,23,
cagen,MCAC_26,5,0.01,23,
kali,MCAC_26,5,2.23,0,Timeout
medici,MCAC_26,5,0.1,23,
pmedici,MCAC_26,5,2.01,23,
kali,INDUSTRIAL_1,5,301.0,0,Timeout
medici,INDUSTRIAL_1,5,301.0,0,Timeout
caopt,FM_2,5,293.2,244,
acts,FM_2,5,5.41,275,
cagen,FM_2,5,0.82,271,
kali,FM_2,5,301.0,0,Timeout
caopt,BOOLC_10,5,120.88,93,
acts,BOOLC_10,5,1.18,106,
cagen,BOOLC_10,5,0.03,98,
kali,BOOLC_10,5,11.45,35,Invalid
medici,BOOLC_10,5,29.91,104,
pmedici,BOOLC_10,5,13.87,110,
acts,UNIFORM_ALL_11,5,6.52,1539,
cagen,UNIFORM_ALL_11,5,0.85,1528,
caopt,HIGHLY_CONSTRAINED_16,5,1.2,9,
acts,HIGHLY_CONSTRAINED_16,5,1.99,4,
cagen,HIGHLY_CONSTRAINED_16,5,0.09,4,
kali,HIGHLY_CONSTRAINED_16,5,4.68,1,Invalid
medici,HIGHLY_CONSTRAINED_16,5,4.65,4,
pmedici,HIGHLY_CONSTRAINED_16,5,6.39,4,
cagen,CNF_9,5,65.92,194804,
kali,CNF_9,5,301.0,0,Timeout
medici,CNF_9,5,301.0,0,Timeout
acts,MCA_4,5,18.4,89159,
cagen,MCA_4,5,3.41,84129,
acts,MCAC_11,5,14.71,57667,
cagen,MCAC_11,5,3.41,56448,
caopt,MCAC_27,5,295.24,122,
acts,MCAC_27,5,2.84,73,
cagen,MCAC_27,5,0.28,74,
kali,MCAC_27,5,19.23,2,Invalid
medici,MCAC_27,5,34.02,73,
pmedici,MCAC_27,5,181.02,76,
cagen,MCA_22,5,207.43,432014,
kali,MCA_22,5,301.0,0,Timeout
medici,MCA_22,5,301.0,0,Timeout
medici,NUMC_0,5,0.0,3,Invalid
acts,HIGHLY_CONSTRAINED_7,5,3.15,1832,
cagen,HIGHLY_CONSTRAINED_7,5,0.25,1819,
kali,HIGHLY_CONSTRAINED_7,5,25.04,8,Invalid
caopt,FM_0,5,293.2,198,
acts,FM_0,5,18.81,247,
cagen,FM_0,5,1.78,246,
kali,FM_0,5,277.41,4,Invalid
cagen,NUMC_27,5,30.83,177533,
kali,NUMC_27,5,301.0,0,Timeout
medici,NUMC_27,5,170.29,863,Invalid
caopt,INDUSTRIAL_2,5,101.0,198,
acts,INDUSTRIAL_2,5,1.46,167,
cagen,INDUSTRIAL_2,5,0.02,166,
kali,INDUSTRIAL_2,5,3.89,34,Invalid
medici,INDUSTRIAL_2,5,46.57,158,
pmedici,INDUSTRIAL_2,5,4.24,173,
acts,UNIFORM_ALL_4,5,7.97,14346,
cagen,UNIFORM_ALL_4,5,0.52,13273,
caopt,CNF_23,5,293.24,461,
acts,CNF_23,5,0.79,230,
cagen,CNF_23,5,0.02,230,
kali,CNF_23,5,29.88,297,Invalid
medici,CNF_23,5,105.51,230,
acts,NUMC_8,5,2.99,880,
cagen,NUMC_8,5,0.64,880,
kali,NUMC_8,5,7.71,2,Invalid
medici,NUMC_8,5,3.62,111,Invalid
caopt,UNIFORM_BOOLEAN_7,5,293.18,137,
acts,UNIFORM_BOOLEAN_7,5,0.57,154,
cagen,UNIFORM_BOOLEAN_7,5,0.04,151,
kali,UNIFORM_BOOLEAN_7,5,6.63,177,
medici,UNIFORM_BOOLEAN_7,5,59.89,149,
pmedici,UNIFORM_BOOLEAN_7,5,7.57,188,
caopt,UNIFORM_BOOLEAN_13,5,12.57,55,
acts,UNIFORM_BOOLEAN_13,5,0.32,73,
cagen,UNIFORM_BOOLEAN_13,5,0.0,72,
kali,UNIFORM_BOOLEAN_13,5,2.36,83,
medici,UNIFORM_BOOLEAN_13,5,28.33,64,
pmedici,UNIFORM_BOOLEAN_13,5,1.88,82,
acts,INDUSTRIAL_12,5,0.24,0,Timeout
kali,INDUSTRIAL_12,5,301.0,0,Timeout
kali,CNF_7,5,301.0,0,Timeout
medici,CNF_7,5,301.0,0,Timeout
caopt,INDUSTRIAL_10,5,70.78,82,
acts,INDUSTRIAL_10,5,0.51,93,
cagen,INDUSTRIAL_10,5,0.0,87,
kali,INDUSTRIAL_10,5,2.5,68,Invalid
medici,INDUSTRIAL_10,5,21.25,93,
pmedici,INDUSTRIAL_10,5,2.22,105,
kali,MCAC_7,5,301.0,0,Timeout
medici,MCAC_7,5,301.0,0,Timeout
medici,CNF_1,5,301.0,0,Timeout
acts,MCA_13,5,6.41,53231,
cagen,MCA_13,5,0.93,48466,
caopt,INDUSTRIAL_9,5,295.25,700,
acts,INDUSTRIAL_9,5,1.31,436,
cagen,INDUSTRIAL_9,5,0.06,437,
kali,INDUSTRIAL_9,5,4.08,0,Timeout
medici,INDUSTRIAL_9,5,47.22,436,
pmedici,INDUSTRIAL_9,5,22.57,438,
kali,MCAC_22,5,301.0,0,Timeout
medici,MCAC_22,5,301.0,0,Timeout
acts,MCAC_15,5,33.6,364948,
cagen,MCAC_15,5,5.73,364770,
kali,CNF_18,5,301.0,0,Timeout
medici,CNF_18,5,301.0,0,Timeout
caopt,FM_10,5,1.48,58,
acts,FM_10,5,0.65,33,
cagen,FM_10,5,0.0,33,
kali,FM_10,5,2.42,8,Invalid
medici,FM_10,5,2.16,33,
pmedici,FM_10,5,2.19,33,
cagen,HIGHLY_CONSTRAINED_27,5,109.38,52371,
kali,HIGHLY_CONSTRAINED_27,5,301.0,0,Timeout
caopt,BOOLC_18,5,293.19,81,
acts,BOOLC_18,5,0.77,51,
cagen,BOOLC_18,5,0.0,53,
kali,BOOLC_18,5,2.43,32,Invalid
medici,BOOLC_18,5,9.78,48,
pmedici,BOOLC_18,5,2.0,55,
acts,NUMC_17,5,2.57,3386,
cagen,NUMC_17,5,0.12,3384,
kali,NUMC_17,5,11.03,9,Invalid
medici,NUMC_17,5,0.19,0,Timeout
caopt,FM_13,5,1.57,53,
acts,FM_13,5,0.57,30,
cagen,FM_13,5,0.0,30,
kali,FM_13,5,2.26,10,Invalid
medici,FM_13,5,3.8,48,Invalid
pmedici,FM_13,5,1.95,30,
kali,HIGHLY_CONSTRAINED_5,5,301.0,0,Timeout
kali,UNIFORM_ALL_5,5,301.0,0,Timeout
medici,UNIFORM_ALL_5,5,301.0,0,Timeout
acts,CNF_12,5,128.64,153752,
cagen,CNF_12,5,22.0,150655,
acts,NUMC_12,5,2.01,504,
cagen,NUMC_12,5,0.28,504,
kali,NUMC_12,5,8.34,0,Timeout
medici,NUMC_12,5,0.21,0,Timeout
cagen,INDUSTRIAL_7,5,72.43,7975,
caopt,UNIFORM_BOOLEAN_9,5,293.19,196,
acts,UNIFORM_BOOLEAN_9,5,2.07,206,
cagen,UNIFORM_BOOLEAN_9,5,0.38,203,
kali,UNIFORM_BOOLEAN_9,5,60.74,233,
pmedici,UNIFORM_BOOLEAN_9,5,99.37,290,
cagen,UNIFORM_ALL_7,5,101.08,997007,
kali,UNIFORM_ALL_7,5,301.0,0,Timeout
medici,UNIFORM_ALL_7,5,301.0,0,Timeout
caopt,BOOLC_2,5,295.18,1,Invalid
acts,BOOLC_2,5,0.82,10,
cagen,BOOLC_2,5,0.0,10,
kali,BOOLC_2,5,2.31,8,Invalid
medici,BOOLC_2,5,0.39,10,
pmedici,BOOLC_2,5,1.93,10,
acts,CNF_2,5,9.52,102215,
cagen,CNF_2,5,1.56,100979,
acts,MCAC_9,5,15.34,9667,
cagen,MCAC_9,5,4.38,9794,
kali,MCAC_9,5,103.42,27,Invalid
caopt,FM_6,5,27.28,73,
acts,FM_6,5,0.7,73,
cagen,FM_6,5,0.01,74,
kali,FM_6,5,4.18,33,Invalid
medici,FM_6,5,40.07,75,
pmedici,FM_6,5,3.26,78,
acts,CNF_5,5,276.96,196735,
cagen,CNF_5,5,43.77,196828,
kali,CNF_5,5,301.0,0,Timeout
medici,CNF_5,5,301.0,0,Timeout
acts,CNF_3,5,191.43,97328,
cagen,CNF_3,5,10.74,96517,
kali,CNF_3,5,301.0,0,Timeout
acts,MCA_9,5,0.67,5912,
cagen,MCA_9,5,0.03,5900,
kali,MCA_9,5,115.34,7259,
pmedici,MCA_9,5,140.54,7114,
caopt,UNIFORM_BOOLEAN_3,5,293.19,130,
acts,UNIFORM_BOOLEAN_3,5,0.56,146,
cagen,UNIFORM_BOOLEAN_3,5,0.03,146,
kali,UNIFORM_BOOLEAN_3,5,5.24,168,
medici,UNIFORM_BOOLEAN_3,5,45.56,138,
pmedici,UNIFORM_BOOLEAN_3,5,5.88,176,
caopt,BOOLC_0,5,295.2,79,
acts,BOOLC_0,5,0.82,52,
cagen,BOOLC_0,5,0.01,47,
kali,BOOLC_0,5,2.63,6,Invalid
medici,BOOLC_0,5,12.48,47,
pmedici,BOOLC_0,5,3.02,47,
acts,HIGHLY_CONSTRAINED_2,5,102.08,16315,
cagen,HIGHLY_CONSTRAINED_2,5,15.72,16347,
kali,HIGHLY_CONSTRAINED_2,5,301.0,0,Timeout
acts,INDUSTRIAL_14,5,228.43,8204,
cagen,INDUSTRIAL_14,5,18.35,8138,
kali,INDUSTRIAL_14,5,301.0,0,Timeout
medici,INDUSTRIAL_14,5,301.0,0,Timeout
kali,MCAC_3,5,301.0,0,Timeout
medici,MCAC_3,5,301.0,0,Timeout
caopt,BOOLC_15,5,49.69,61,
acts,BOOLC_15,5,1.48,46,
cagen,BOOLC_15,5,0.04,46,
kali,BOOLC_15,5,5.56,2,Invalid
medici,BOOLC_15,5,14.17,44,
pmedici,BOOLC_15,5,15.28,44,
acts,UNIFORM_ALL_12,5,4.43,12394,
cagen,UNIFORM_ALL_12,5,0.28,11495,
acts,CNF_0,5,1.77,6525,
cagen,CNF_0,5,0.1,6518,
kali,CNF_0,5,229.98,866,Invalid
acts,HIGHLY_CONSTRAINED_22,5,109.53,54859,
cagen,HIGHLY_CONSTRAINED_22,5,8.32,54695,
kali,HIGHLY_CONSTRAINED_22,5,301.0,0,Timeout
caopt,UNIFORM_BOOLEAN_0,5,243.18,105,
acts,UNIFORM_BOOLEAN_0,5,0.38,121,
cagen,UNIFORM_BOOLEAN_0,5,0.01,123,
kali,UNIFORM_BOOLEAN_0,5,2.91,135,
medici,UNIFORM_BOOLEAN_0,5,22.75,114,
pmedici,UNIFORM_BOOLEAN_0,5,2.73,138,
caopt,UNIFORM_BOOLEAN_14,5,293.19,189,
acts,UNIFORM_BOOLEAN_14,5,1.76,202,
cagen,UNIFORM_BOOLEAN_14,5,0.33,200,
kali,UNIFORM_BOOLEAN_14,5,48.76,230,
pmedici,UNIFORM_BOOLEAN_14,5,82.52,285,
cagen,HIGHLY_CONSTRAINED_1,5,207.72,108351,
kali,HIGHLY_CONSTRAINED_1,5,301.0,0,Timeout
medici,HIGHLY_CONSTRAINED_1,5,301.0,0,Timeout
caopt,CNF_6,5,295.69,4981,
acts,CNF_6,5,4.7,4357,
cagen,CNF_6,5,0.29,4236,
kali,CNF_6,5,24.19,0,Timeout
acts,MCA_14,5,284.65,125559,
cagen,MCA_14,5,66.16,121276,
medici,MCA_14,5,301.0,0,Timeout
kali,MCAC_0,5,301.0,0,Timeout
caopt,HIGHLY_CONSTRAINED_23,5,32.48,109,
acts,HIGHLY_CONSTRAINED_23,5,0.79,54,
cagen,HIGHLY_CONSTRAINED_23,5,0.0,54,
kali,HIGHLY_CONSTRAINED_23,5,2.58,0,Timeout
medici,HIGHLY_CONSTRAINED_23,5,18.02,54,
pmedici,HIGHLY_CONSTRAINED_23,5,2.63,54,
cagen,MCAC_25,5,164.76,715445,
kali,MCAC_25,5,301.0,0,Timeout
medici,MCAC_25,5,301.0,0,Timeout
cagen,CNF_15,5,15.63,228893,
kali,CNF_15,5,203.05,1,Invalid
kali,MCAC_28,5,301.0,0,Timeout
medici,MCAC_28,5,301.0,0,Timeout
acts,NUMC_15,5,41.08,300310,
cagen,NUMC_15,5,3.18,274083,
medici,NUMC_15,5,0.19,0,Timeout
acts,UNIFORM_ALL_2,5,53.02,72422,
cagen,UNIFORM_ALL_2,5,2.58,62225,
caopt,FM_14,5,106.4,210,
acts,FM_14,5,0.84,228,
cagen,FM_14,5,0.02,225,
kali,FM_14,5,4.79,12,Invalid
medici,FM_14,5,56.74,219,
pmedici,FM_14,5,11.07,238,
acts,NUMC_10,5,16.04,22333,
cagen,NUMC_10,5,3.63,22411,
kali,NUMC_10,5,28.57,58,Invalid
medici,NUMC_10,5,0.19,0,Timeout
cagen,HIGHLY_CONSTRAINED_19,5,217.78,227593,
caopt,UNIFORM_ALL_0,5,293.21,411,
acts,UNIFORM_ALL_0,5,0.33,463,
cagen,UNIFORM_ALL_0,5,0.0,537,
kali,UNIFORM_ALL_0,5,3.29,520,
medici,UNIFORM_ALL_0,5,125.83,443,
pmedici,UNIFORM_ALL_0,5,2.68,516,
caopt,BOOLC_9,5,295.25,792,
acts,BOOLC_9,5,1.22,189,
cagen,BOOLC_9,5,0.07,188,
kali,BOOLC_9,5,21.18,355,Invalid
medici,BOOLC_9,5,129.52,187,
pmedici,BOOLC_9,5,11.95,213,
caopt,BOOLC_5,5,17.38,44,
acts,BOOLC_5,5,0.75,22,
cagen,BOOLC_5,5,0.0,22,
kali,BOOLC_5,5,2.29,22,
medici,BOOLC_5,5,0.05,22,
pmedici,BOOLC_5,5,1.9,22,
kali,NUMC_11,5,301.0,0,Timeout
medici,NUMC_11,5,0.16,0,Timeout
caopt,FM_1,5,14.68,95,
acts,FM_1,5,0.7,103,
cagen,FM_1,5,0.0,96,
kali,FM_1,5,3.08,43,Invalid
medici,FM_1,5,21.49,96,
