ToolName,ModelName,Strength,Iteration,ErrorType,TimeSeconds,Size
medici,MCAC_28,2,3,,43.72,241
acts,CNF_21,3,1,,1.44,2471
acts,BOOLC_29,3,3,,1.4,31
caopt,BOOLC_11,3,3,,1.47,18
acts,BOOLC_5,3,2,,0.7,12
acts,UNIFORM_ALL_6,2,3,,0.31,140
medici,FM_3,3,1,,4.85,35
kali,CNF_21,4,1,Timeout,301.0,0
medici,HIGHLY_CONSTRAINED_20,2,3,,49.21,360
kali,UNIFORM_BOOLEAN_10,5,1,,7.47,180
cagen,NUMC_25,5,1,,51.1,41342
acts,INDUSTRIAL_0,3,3,,0.73,69
cagen,MCA_17,2,1,,0.0,105
medici,BOOLC_25,3,1,,3.71,34
acts,MCA_4,3,1,,0.57,1815
cagen,UNIFORM_BOOLEAN_13,5,1,,0.0,72
medici,INDUSTRIAL_2,3,1,,9.03,48
kali,UNIFORM_ALL_11,2,3,,2.91,40
cagen,FM_11,6,1,,1.24,155
caopt,MCA_7,5,1,,295.48,4303
caopt,UNIFORM_ALL_3,3,2,,293.23,211
acts,MCA_20,3,1,,0.86,3395
pmedici,UNIFORM_ALL_4,3,2,,5.33,477
cagen,NUMC_12,2,2,,0.23,126
acts,MCA_0,3,3,,0.59,1411
medici,INDUSTRIAL_6,3,3,,12.6,109
kali,CNF_16,3,2,Invalid,2.43,62
medici,FM_7,3,3,,0.0,2
acts,UNIFORM_ALL_2,2,1,,0.36,91
medici,HIGHLY_CONSTRAINED_24,2,1,,37.37,249
cagen,MCA_13,2,3,,0.0,126
acts,INDUSTRIAL_4,3,1,,1.01,25
medici,BOOLC_21,3,3,,3.54,28
acts,UNIFORM_BOOLEAN_9,4,1,,0.63,80
caopt,NUMC_8,2,2,,13.23,123
acts,HIGHLY_CONSTRAINED_15,6,1,,45.6,37620
acts,MCA_24,3,3,,0.69,2850
kali,MCA_7,2,2,,2.71,87
pmedici,INDUSTRIAL_13,2,3,,2.18,31
caopt,MCAC_12,2,2,,293.36,251
medici,BOOLC_9,2,2,,0.32,9
kali,MCA_17,3,2,,4.13,716
caopt,INDUSTRIAL_14,2,3,Timeout,0.03,0
pmedici,FM_13,6,1,,1.96,30
kali,HIGHLY_CONSTRAINED_23,3,2,Invalid,2.47,7
pmedici,MCA_18,2,1,,2.29,224
medici,UNIFORM_BOOLEAN_6,2,2,,0.31,9
kali,MCAC_3,2,3,Invalid,3.25,3
cagen,CNF_12,2,3,,0.01,193
medici,HIGHLY_CONSTRAINED_5,6,1,Timeout,301.0,0
cagen,BOOLC_25,2,2,,0.01,13
kali,UNIFORM_BOOLEAN_3,3,3,,2.39,33
medici,NUMC_11,3,3,Timeout,0.19,0
caopt,BOOLC_15,3,1,,1.09,20
acts,CNF_25,3,3,,1.04,2615
kali,NUMC_15,2,1,Invalid,3.67,273
kali,MCAC_28,3,3,Invalid,7.08,2
acts,FM_4,3,1,,0.77,19
caopt,INDUSTRIAL_9,4,1,,286.32,302
acts,INDUSTRIAL_11,3,2,,0.57,66
pmedici,INDUSTRIAL_10,2,1,,2.05,33
acts,MCAC_27,3,1,,1.31,26
kali,HIGHLY_CONSTRAINED_8,3,3,Invalid,14.25,50
kali,HIGHLY_CONSTRAINED_13,4,1,Invalid,4.07,4
kali,MCAC_0,2,1,Invalid,3.76,53
pmedici,UNIFORM_BOOLEAN_0,3,1,,2.06,32
pmedici,INDUSTRIAL_2,5,1,,4.24,173
cagen,CNF_11,2,1,,0.01,217
kali,UNIFORM_BOOLEAN_0,3,1,,2.22,32
pmedici,BOOLC_29,2,3,,2.26,18
acts,CNF_8,3,2,,1.84,2779
caopt,HIGHLY_CONSTRAINED_19,3,1,,295.97,3771
acts,CNF_26,3,1,,2.25,2982
acts,BOOLC_2,3,2,,0.8,10
kali,MCA_8,6,1,Timeout,301.0,0
caopt,BOOLC_16,3,3,,15.98,54
medici,NUMC_12,3,1,Timeout,0.18,0
kali,NUMC_16,2,3,Invalid,10.0,95
cagen,BOOLC_15,5,1,,0.04,46
acts,FM_7,3,3,,0.49,2
cagen,UNIFORM_BOOLEAN_14,5,1,,0.33,200
acts,MCA_3,3,1,,1.15,3953
kali,CNF_26,4,1,Invalid,172.15,10
medici,HIGHLY_CONSTRAINED_27,2,3,,28.35,244
acts,UNIFORM_ALL_1,2,3,,0.31,24
medici,FM_4,3,1,,1.27,20
medici,BOOLC_22,3,1,,0.46,17
medici,BOOLC_6,6,1,,173.09,339
cagen,MCA_10,2,1,,0.0,180
acts,INDUSTRIAL_7,3,3,,1.62,284
cagen,NUMC_22,5,1,,271.21,509545
caopt,UNIFORM_ALL_4,3,2,,293.25,343
cagen,HIGHLY_CONSTRAINED_28,2,3,,0.03,16
pmedici,UNIFORM_ALL_3,3,2,,5.31,291
cagen,BOOLC_9,3,1,,0.0,28
acts,MCA_27,3,1,,0.49,1621
medici,HIGHLY_CONSTRAINED_23,2,1,,0.12,54
medici,FM_0,3,3,,6.1,32
acts,UNIFORM_ALL_5,2,1,,0.48,381
medici,BOOLC_26,3,3,,0.11,16
acts,INDUSTRIAL_3,3,1,,0.89,170
cagen,MCA_14,2,3,,0.0,170
caopt,MCA_29,2,3,,7.9,211
cagen,NUMC_15,2,2,,0.01,227
caopt,HIGHLY_CONSTRAINED_6,4,1,,125.27,685
kali,UNIFORM_ALL_12,2,1,,2.97,77
kali,CNF_11,3,2,Timeout,301.0,0
acts,MCA_7,3,3,,0.34,375
kali,BOOLC_18,3,3,,2.38,29
kali,MCA_0,2,2,Invalid,3.55,172
acts,MCA_23,3,3,,0.67,3172
kali,MCAC_4,2,3,Invalid,4.89,347
medici,UNIFORM_BOOLEAN_1,2,2,,0.14,9
kali,HIGHLY_CONSTRAINED_24,3,2,Invalid,125.66,304
pmedici,UNIFORM_BOOLEAN_4,3,3,,2.37,45
cagen,CNF_15,2,3,,0.01,179
caopt,MCAC_15,2,2,,23.33,229
caopt,CNF_28,2,3,,13.23,197
acts,MCAC_23,3,3,,1.2,2007
pmedici,INDUSTRIAL_14,2,3,,2.32,65
kali,MCA_10,3,2,,9.92,1980
pmedici,FM_14,6,1,,55.93,415
caopt,INDUSTRIAL_13,2,3,,0.59,21
medici,MCAC_8,2,1,,7.19,103
kali,NUMC_12,2,1,Invalid,2.83,55
medici,MCA_3,5,1,Timeout,301.0,0
acts,FM_3,3,1,,0.8,37
cagen,BOOLC_22,2,2,,0.0,9
medici,HIGHLY_CONSTRAINED_2,6,1,Timeout,301.0,0
pmedici,MCAC_19,2,1,,4.01,148
kali,UNIFORM_BOOLEAN_4,3,3,,2.47,35
caopt,BOOLC_12,3,1,,0.87,21
acts,CNF_22,3,3,,1.43,2926
medici,NUMC_16,3,3,Invalid,0.0,3
kali,CNF_3,3,1,Invalid,51.62,254
caopt,UNIFORM_ALL_10,2,2,,293.39,424
medici,UNIFORM_BOOLEAN_9,3,2,,3.86,29
pmedici,MCA_17,3,1,,3.21,686
kali,HIGHLY_CONSTRAINED_4,2,1,Timeout,2.26,0
kali,MCA_18,2,2,Invalid,4.77,231
medici,BOOLC_6,3,2,,3.48,25
caopt,CNF_20,3,3,,296.52,6371
acts,FM_12,5,1,,0.78,54
acts,NUMC_16,3,1,,173.78,6458
pmedici,FM_2,2,3,,2.22,22
caopt,INDUSTRIAL_6,5,1,,295.29,1804
kali,MCAC_27,2,3,Invalid,2.6,13
caopt,FM_11,3,1,,0.98,17
medici,CNF_19,6,1,Timeout,301.0,0
acts,BOOLC_22,2,1,,0.74,7
pmedici,MCAC_11,3,1,,12.04,1776
pmedici,BOOLC_25,3,1,,2.59,42
caopt,HIGHLY_CONSTRAINED_15,2,3,,8.71,148
acts,HIGHLY_CONSTRAINED_25,4,1,,199.76,31664
cagen,MCAC_13,5,1,,0.01,174
medici,FM_8,2,3,,0.03,11
pmedici,CNF_16,3,1,,2.06,75
medici,INDUSTRIAL_9,2,3,,0.51,45
kali,CNF_19,2,2,Timeout,2.56,0
kali,BOOLC_10,2,3,Invalid,2.31,29
caopt,MCA_21,3,3,,295.96,4328
medici,MCA_18,6,1,Timeout,301.0,0
medici,CNF_26,5,1,Timeout,301.0,0
acts,BOOLC_2,6,1,,0.81,10
kali,MCA_8,3,2,,40.34,3286
cagen,BOOLC_5,2,3,,0.0,7
acts,UNIFORM_BOOLEAN_6,5,1,,0.75,169
caopt,NUMC_7,3,2,,293.41,1467
kali,BOOLC_14,2,1,Invalid,2.49,4
kali,HIGHLY_CONSTRAINED_24,6,1,Timeout,301.0,0
caopt,MCA_25,3,1,,293.43,2008
cagen,MCA_18,3,1,,0.08,1949
pmedici,FM_14,3,2,,2.38,44
acts,UNIFORM_ALL_9,3,3,,0.36,30
pmedici,CNF_12,3,3,Invalid,216.1,2639
acts,MCAC_8,4,1,,139.15,2355
cagen,BOOLC_1,2,1,,0.0,12
medici,CNF_11,2,2,,29.9,215
medici,HIGHLY_CONSTRAINED_2,3,2,,154.78,1017
medici,FM_12,3,1,,2.04,26
kali,HIGHLY_CONSTRAINED_0,2,3,Invalid,5.22,220
cagen,CNF_4,4,1,,1.47,10379
pmedici,MCAC_7,2,2,,7.41,342
caopt,CNF_24,3,1,,293.33,1179
caopt,NUMC_24,2,2,,66.99,284
acts,NUMC_12,3,3,,1.02,252
kali,CNF_7,3,3,Invalid,263.25,2563
cagen,CNF_19,3,1,,0.16,3411
caopt,FM_7,4,1,,0.32,5
kali,BOOLC_6,2,2,,2.39,39
kali,MCAC_8,3,1,Invalid,8.78,11
pmedici,HIGHLY_CONSTRAINED_13,2,2,,2.64,127
pmedici,BOOLC_3,4,1,,2.68,51
kali,CNF_11,6,1,Timeout,301.0,0
pmedici,UNIFORM_BOOLEAN_8,2,1,,1.96,30
acts,BOOLC_26,2,3,,0.51,9
medici,MCA_10,2,2,,5.23,183
medici,MCAC_27,3,3,,2.87,23
pmedici,MCAC_15,3,3,Invalid,41.65,4698
kali,UNIFORM_BOOLEAN_8,2,1,,2.2,22
acts,CNF_0,2,2,,0.52,86
caopt,HIGHLY_CONSTRAINED_11,2,1,,0.5,5
kali,INDUSTRIAL_6,4,1,Invalid,5.32,21
pmedici,FM_6,2,1,,2.0,21
kali,MCAC_23,2,1,Invalid,5.25,227
pmedici,HIGHLY_CONSTRAINED_23,5,1,,2.63,54
kali,HIGHLY_CONSTRAINED_3,2,1,Invalid,4.52,86
acts,NUMC_11,3,1,,13.36,3219
medici,BOOLC_1,3,2,,2.62,26
caopt,CNF_27,3,3,,293.67,2557
kali,CNF_4,3,1,Timeout,4.88,0
pmedici,MCA_10,3,1,,5.25,2019
medici,NUMC_19,2,3,Invalid,0.0,5
acts,BOOLC_25,2,1,,1.03,13
cagen,FM_11,3,2,,0.01,19
caopt,HIGHLY_CONSTRAINED_12,2,3,,44.85,295
acts,HIGHLY_CONSTRAINED_22,4,1,,27.06,18560
pmedici,BOOLC_22,3,1,,2.17,18
pmedici,MCAC_16,3,1,,26.13,1475
pmedici,FM_5,2,3,,2.59,38
medici,MCA_20,5,1,Timeout,301.0,0
kali,MCAC_20,2,3,Invalid,3.76,21
kali,BOOLC_17,2,3,Invalid,2.35,11
acts,MCA_8,2,3,,0.33,213
caopt,MCA_26,3,3,,293.59,2485
kali,BOOLC_9,6,1,Invalid,251.55,445
medici,BOOLC_29,2,3,,0.16,10
cagen,BOOLC_2,2,3,,0.0,8
caopt,NUMC_0,3,2,,296.84,7433
acts,UNIFORM_BOOLEAN_1,5,1,,0.5,146
cagen,HIGHLY_CONSTRAINED_23,3,1,,0.0,54
acts,BOOLC_5,6,1,,0.71,22
medici,FM_11,3,3,,2.13,22
medici,CNF_21,5,1,Timeout,301.0,0
cagen,INDUSTRIAL_10,5,1,,0.0,87
acts,INDUSTRIAL_8,2,3,,0.8,20
acts,HIGHLY_CONSTRAINED_4,5,1,,0.9,1
kali,CNF_29,5,1,Invalid,58.14,12
pmedici,FM_13,3,2,,1.92,21
medici,HIGHLY_CONSTRAINED_28,3,3,,0.97,16
kali,HIGHLY_CONSTRAINED_23,6,1,Timeout,2.74,0
kali,BOOLC_13,2,1,Invalid,2.56,30
kali,INDUSTRIAL_12,5,1,Timeout,301.0,0
caopt,MCA_22,3,1,,296.47,5347
cagen,MCAC_23,2,2,,0.01,188
medici,INDUSTRIAL_10,5,1,,21.25,93
acts,MCA_28,2,1,,0.44,234
medici,CNF_16,2,2,,0.05,28
cagen,BOOLC_6,2,1,,0.0,10
cagen,HIGHLY_CONSTRAINED_27,3,3,,1.5,1860
acts,INDUSTRIAL_11,6,1,,0.7,359
kali,BOOLC_1,2,2,,2.28,30
caopt,FM_0,4,1,,156.29,73
kali,CNF_0,3,3,Invalid,5.13,342
pmedici,BOOLC_4,4,1,,5.84,114
kali,MCA_28,5,1,Timeout,301.0,0
kali,CNF_16,6,1,Invalid,2.35,30
pmedici,MCAC_0,2,2,Invalid,184.67,212
kali,HIGHLY_CONSTRAINED_7,2,3,Invalid,2.72,20
cagen,CNF_3,4,1,,0.7,21838
acts,NUMC_15,3,3,,0.96,2905
caopt,CNF_23,3,1,,7.71,263
caopt,NUMC_23,2,2,,12.23,116
acts,HIGHLY_CONSTRAINED_15,3,2,,1.71,1058
acts,FM_8,2,3,,0.55,11
pmedici,FM_1,2,1,,2.05,25
caopt,FM_12,3,3,,0.68,27
kali,NUMC_19,3,3,Timeout,301.0,0
kali,MCAC_24,2,1,Invalid,19.34,295
medici,MCA_17,2,2,,2.91,105
medici,MCAC_20,3,3,,254.47,1903
acts,BOOLC_21,2,3,,0.57,11
acts,CNF_29,2,1,,0.73,227
caopt,BOOLC_19,2,3,,0.37,12
kali,INDUSTRIAL_1,4,1,Timeout,301.0,0
caopt,HIGHLY_CONSTRAINED_16,2,1,,0.31,9
pmedici,BOOLC_26,3,3,,2.03,27
acts,CNF_7,2,2,,0.68,235
caopt,MCA_11,3,2,,293.3,1097
acts,INDUSTRIAL_8,5,1,,0.96,144
kali,BOOLC_20,2,2,Invalid,2.43,9
acts,HIGHLY_CONSTRAINED_4,2,3,,0.81,1
medici,HIGHLY_CONSTRAINED_28,4,1,,9.46,16
kali,CNF_29,2,3,Invalid,4.34,275
kali,INDUSTRIAL_12,2,3,Invalid,3.24,22
caopt,MCAC_5,2,3,,293.38,298
medici,INDUSTRIAL_10,2,3,,0.03,7
medici,CNF_25,2,1,,41.03,229
cagen,INDUSTRIAL_14,2,1,,0.01,49
pmedici,CNF_5,3,1,,73.9,2978
acts,UNIFORM_BOOLEAN_11,3,2,,0.34,20
caopt,BOOLC_26,6,1,,5.27,91
cagen,HIGHLY_CONSTRAINED_27,4,1,,8.75,11422
acts,UNIFORM_BOOLEAN_5,2,1,,0.29,10
caopt,FM_0,3,3,,4.38,27
cagen,UNIFORM_ALL_7,3,2,,0.09,4532
caopt,NUMC_10,2,1,,15.85,232
caopt,CNF_10,3,2,,293.45,1847
kali,CNF_0,4,1,Invalid,45.49,792
kali,MCA_28,2,3,,6.0,354
pmedici,BOOLC_4,3,3,,2.39,44
cagen,CNF_3,3,3,,0.07,3617
kali,HIGHLY_CONSTRAINED_7,5,1,Invalid,25.04,8
acts,NUMC_15,4,1,,4.68,32016
acts,FM_11,2,1,,0.78,9
acts,FM_8,5,1,,0.6,40
caopt,HIGHLY_CONSTRAINED_25,2,2,,41.19,270
caopt,INDUSTRIAL_5,2,1,,7.51,31
cagen,UNIFORM_BOOLEAN_7,6,1,,0.16,348
medici,MCA_8,3,1,,260.84,2576
caopt,UNIFORM_BOOLEAN_0,6,1,,293.18,228
medici,MCA_24,2,1,,41.62,218
kali,NUMC_19,4,1,Timeout,301.0,0
caopt,FM_12,4,1,,2.08,55
kali,FM_1,2,2,,2.35,32
kali,MCAC_17,2,2,Timeout,2.41,0
caopt,BOOLC_19,5,1,,58.98,101
acts,BOOLC_21,5,1,,0.83,184
kali,INDUSTRIAL_1,3,3,Timeout,301.0,0
acts,HIGHLY_CONSTRAINED_26,3,1,,6.56,1146
pmedici,BOOLC_26,4,1,,1.92,38
pmedici,MCA_23,3,2,,25.2,3437
kali,HIGHLY_CONSTRAINED_18,2,1,Timeout,2.3,0
kali,BOOLC_28,6,1,Invalid,5.27,24
cagen,CNF_7,3,1,,0.13,3760
pmedici,HIGHLY_CONSTRAINED_23,2,3,,2.19,54
cagen,FM_2,6,1,,5.48,692
medici,BOOLC_16,6,1,,238.28,458
caopt,FM_4,3,1,,0.36,18
acts,NUMC_22,3,2,,5.99,3505
caopt,NUMC_14,2,3,,1.93,13
caopt,MCAC_29,3,1,,295.26,63
pmedici,BOOLC_0,3,1,,2.28,26
medici,NUMC_6,2,2,Timeout,0.19,0
pmedici,INDUSTRIAL_9,3,1,,2.76,151
caopt,CNF_0,3,2,,231.91,436
medici,NUMC_19,5,1,Invalid,0.0,9
kali,UNIFORM_ALL_5,3,2,Timeout,301.0,0
acts,MCA_13,6,1,,52.43,293327
acts,HIGHLY_CONSTRAINED_22,3,3,,6.71,4479
kali,INDUSTRIAL_5,3,1,Invalid,124.22,586
caopt,INDUSTRIAL_1,2,3,,4.81,19
pmedici,BOOLC_11,3,2,,2.09,9
medici,MCA_20,2,3,,48.08,250
acts,BOOLC_16,2,2,,0.73,11
kali,MCAC_20,5,1,Timeout,301.0,0
acts,MCA_8,5,1,,9.7,206941
kali,BOOLC_17,5,1,Invalid,5.09,2
pmedici,CNF_22,3,2,,106.76,4225
caopt,HIGHLY_CONSTRAINED_9,2,3,,30.82,186
caopt,MCAC_1,2,1,,62.28,232
acts,MCAC_13,6,1,,0.77,174
cagen,MCAC_14,2,3,,2.39,201
medici,BOOLC_29,5,1,,31.22,87
acts,HIGHLY_CONSTRAINED_0,2,1,,1.33,256
cagen,UNIFORM_ALL_13,6,1,,142.55,543540
medici,NUMC_26,6,1,Invalid,0.0,3
cagen,BOOLC_2,5,1,,0.0,10
acts,UNIFORM_BOOLEAN_1,2,3,,0.3,10
caopt,UNIFORM_BOOLEAN_8,2,2,,0.27,7
cagen,HIGHLY_CONSTRAINED_10,3,2,,2.16,1824
kali,FM_9,6,1,Invalid,9.31,8
medici,INDUSTRIAL_14,2,1,Invalid,5.12,48
medici,FM_11,4,1,,12.63,44
cagen,INDUSTRIAL_10,2,3,,0.0,9
medici,CNF_21,2,3,,36.29,198
medici,NUMC_9,6,1,Invalid,153.83,14
medici,BOOLC_19,2,2,,0.04,7
caopt,MCAC_2,2,3,,70.99,231
caopt,MCA_16,3,2,,297.47,9020
kali,BOOLC_27,2,2,,2.56,42
medici,CNF_4,3,2,,192.88,1587
acts,UNIFORM_ALL_9,4,1,,0.51,76
cagen,HIGHLY_CONSTRAINED_2,3,2,,11.53,1051
acts,MCAC_8,3,3,,127.5,727
acts,BOOLC_19,6,1,,0.81,101
caopt,BOOLC_21,6,1,,293.2,383
acts,UNIFORM_BOOLEAN_2,2,1,,0.29,12
caopt,MCA_8,3,3,,293.57,2807
cagen,INDUSTRIAL_13,2,1,,0.01,23
medici,CNF_22,2,1,,43.98,219
pmedici,CNF_2,3,1,,16.1,2352
pmedici,UNIFORM_BOOLEAN_10,3,2,,2.03,36
cagen,CNF_4,3,3,,0.06,1589
kali,HIGHLY_CONSTRAINED_0,5,1,Timeout,301.0,0
acts,NUMC_12,4,1,,1.31,504
caopt,NUMC_17,2,1,,9.02,157
caopt,CNF_17,3,2,,293.68,2336
cagen,UNIFORM_ALL_0,3,2,,0.0,57
caopt,FM_7,3,3,,0.23,5
pmedici,MCA_9,3,2,,2.7,692
kali,MCAC_10,2,2,Invalid,6.33,303
kali,FM_6,2,2,,2.43,26
acts,BOOLC_26,5,1,,0.51,57
medici,MCAC_27,4,1,,10.56,43
pmedici,BOOLC_21,4,1,,2.49,77
kali,INDUSTRIAL_6,3,3,Invalid,3.11,53
acts,HIGHLY_CONSTRAINED_21,3,1,,132.63,5367
caopt,UNIFORM_BOOLEAN_7,6,1,,293.2,317
caopt,HIGHLY_CONSTRAINED_22,2,2,,36.7,360
cagen,UNIFORM_BOOLEAN_0,6,1,,0.01,259
caopt,INDUSTRIAL_2,2,1,,0.39,17
medici,NUMC_29,2,2,Invalid,0.0,4
kali,NUMC_9,2,2,Invalid,18.36,587
medici,MCA_23,2,1,,36.71,234
medici,UNIFORM_ALL_0,3,2,,3.73,50
caopt,NUMC_13,2,3,,144.96,187
medici,BOOLC_11,6,1,,4.2,9
acts,NUMC_25,3,2,,109.39,3387
caopt,FM_3,3,1,,13.18,29
caopt,CNF_7,3,2,,296.52,6561
medici,NUMC_1,2,2,Invalid,0.0,3
pmedici,BOOLC_7,3,1,,2.07,34
pmedici,MCA_24,3,2,,38.69,3732
cagen,CNF_0,3,1,,0.01,475
acts,FM_12,2,3,,0.58,12
cagen,FM_5,6,1,,40.75,537
medici,UNIFORM_ALL_11,2,2,,2.25,21
pmedici,BOOLC_16,3,2,,2.19,41
cagen,BOOLC_19,3,1,,0.0,16
caopt,INDUSTRIAL_6,2,3,,0.68,23
acts,BOOLC_11,2,2,,0.99,7
caopt,BOOLC_29,2,2,,1.3,20
kali,MCAC_27,5,1,Invalid,19.23,2
medici,MCA_27,2,3,,15.16,156
kali,UNIFORM_ALL_2,3,2,,19.47,1309
kali,NUMC_29,3,2,Timeout,301.0,0
acts,HIGHLY_CONSTRAINED_25,3,3,,42.78,3298
kali,INDUSTRIAL_2,3,1,Invalid,3.01,31
cagen,MCAC_13,2,3,,0.01,88
acts,HIGHLY_CONSTRAINED_7,2,1,,1.11,133
medici,FM_8,5,1,,24.01,40
medici,INDUSTRIAL_9,5,1,,47.22,436
medici,HIGHLY_CONSTRAINED_18,3,2,,274.07,1661
pmedici,CNF_25,3,2,,78.31,3435
kali,BOOLC_10,5,1,Invalid,11.45,35
caopt,MCAC_6,2,1,,9.02,135
kali,INDUSTRIAL_11,2,1,,2.46,56
cagen,HIGHLY_CONSTRAINED_17,3,2,,0.31,3707
medici,CNF_26,2,3,,38.15,227
medici,INDUSTRIAL_13,2,1,,0.2,21
medici,NUMC_21,6,1,Timeout,0.19,0
cagen,BOOLC_5,5,1,,0.0,22
cagen,UNIFORM_BOOLEAN_8,2,2,,0.0,8
acts,UNIFORM_BOOLEAN_6,2,3,,0.34,12
kali,CNF_22,3,1,Invalid,105.32,787
medici,FM_0,4,1,,89.13,91
medici,BOOLC_26,4,1,,0.96,28
kali,UNIFORM_BOOLEAN_13,2,1,,2.05,24
cagen,MCA_14,5,1,,66.16,121276
cagen,UNIFORM_ALL_0,6,1,,0.0,729
caopt,HIGHLY_CONSTRAINED_6,3,3,,17.31,361
cagen,UNIFORM_BOOLEAN_10,2,1,,0.0,12
medici,HIGHLY_CONSTRAINED_10,2,2,,15.26,164
medici,INDUSTRIAL_1,4,1,Timeout,301.0,0
kali,BOOLC_18,4,1,Invalid,2.35,35
acts,MCA_7,4,1,,0.47,1163
caopt,MCA_4,2,1,,9.81,181
cagen,UNIFORM_BOOLEAN_0,3,2,,0.0,22
cagen,MCA_3,2,2,,0.0,227
caopt,UNIFORM_BOOLEAN_7,3,2,,3.58,22
acts,MCAC_4,2,1,,0.58,224
caopt,UNIFORM_BOOLEAN_10,2,2,,0.37,9
pmedici,HIGHLY_CONSTRAINED_0,2,3,,4.34,319
acts,MCA_23,4,1,,2.25,20338
kali,MCAC_4,5,1,Timeout,301.0,0
medici,NUMC_9,3,2,Invalid,0.52,14
kali,MCA_23,3,1,,30.2,3419
pmedici,INDUSTRIAL_6,2,1,,2.13,40
pmedici,UNIFORM_BOOLEAN_4,4,1,,5.82,116
cagen,CNF_15,5,1,,15.63,228893
medici,UNIFORM_ALL_8,2,2,,43.88,318
caopt,MCAC_26,2,1,,0.98,25
medici,UNIFORM_BOOLEAN_13,2,1,,0.02,6
acts,MCAC_23,4,1,,9.19,21273
medici,CNF_4,6,1,Timeout,301.0,0
kali,HIGHLY_CONSTRAINED_17,3,1,Invalid,20.28,45
cagen,CNF_8,2,1,,0.01,191
caopt,INDUSTRIAL_13,5,1,,295.23,460
acts,BOOLC_19,3,2,,0.67,15
caopt,BOOLC_21,3,2,,3.48,24
cagen,HIGHLY_CONSTRAINED_2,6,1,,51.77,41352
caopt,BOOLC_3,2,2,,0.27,8
medici,MCAC_18,2,2,,13.36,149
cagen,BOOLC_11,2,1,,0.0,7
medici,MCA_3,2,3,,33.06,246
kali,UNIFORM_BOOLEAN_4,4,1,,4.92,93
acts,CNF_22,4,1,,26.35,34680
kali,NUMC_21,2,2,Timeout,2.29,0
pmedici,UNIFORM_BOOLEAN_10,6,1,,75.83,450
medici,NUMC_16,4,1,Invalid,0.0,3
cagen,CNF_22,2,2,,0.01,211
pmedici,HIGHLY_CONSTRAINED_28,3,1,,3.08,16
kali,HIGHLY_CONSTRAINED_13,3,3,Invalid,2.84,10
kali,HIGHLY_CONSTRAINED_8,4,1,Invalid,157.46,42
pmedici,INDUSTRIAL_2,2,3,,2.18,32
kali,MCA_27,3,3,,13.46,1916
medici,HIGHLY_CONSTRAINED_18,6,1,Timeout,301.0,0
caopt,MCAC_22,2,3,,44.5,269
cagen,UNIFORM_ALL_8,2,2,,0.01,325
acts,MCAC_14,3,2,,9.17,2843
pmedici,MCA_1,2,2,,2.56,317
pmedici,BOOLC_29,5,1,,38.14,87
acts,HIGHLY_CONSTRAINED_29,2,1,,0.89,259
kali,MCAC_18,3,2,Invalid,19.66,1401
caopt,BOOLC_16,4,1,,293.2,169
cagen,INDUSTRIAL_4,2,2,,0.01,17
kali,NUMC_16,5,1,Timeout,301.0,0
acts,CNF_15,3,2,,1.35,2314
kali,NUMC_1,3,2,Invalid,299.55,2197
medici,NUMC_21,3,2,Timeout,0.18,0
cagen,UNIFORM_ALL_14,3,2,,0.22,5834
medici,MCA_7,2,1,,1.53,76
cagen,BOOLC_15,2,3,,0.01,8
acts,FM_7,4,1,,0.57,2
medici,BOOLC_11,3,2,,0.31,9
medici,UNIFORM_ALL_0,6,1,,284.82,802
cagen,MCA_23,2,2,,0.0,225
caopt,HIGHLY_CONSTRAINED_2,3,1,,293.47,1083
acts,UNIFORM_ALL_12,2,2,,0.3,47
cagen,UNIFORM_BOOLEAN_14,2,3,,0.0,12
kali,CNF_26,3,3,Invalid,11.66,17
acts,UNIFORM_ALL_1,5,1,,6.61,1539
cagen,NUMC_22,2,3,,0.04,226
acts,INDUSTRIAL_7,4,1,,22.88,1595
cagen,FM_5,3,2,,0.02,33
pmedici,BOOLC_16,6,1,,32.01,483
cagen,HIGHLY_CONSTRAINED_28,5,1,,0.13,16
medici,MCAC_10,6,1,Timeout,301.0,0
pmedici,HIGHLY_CONSTRAINED_4,2,1,,2.07,1
acts,MCA_14,3,2,,0.77,1759
kali,UNIFORM_ALL_2,6,1,Timeout,301.0,0
kali,NUMC_29,6,1,Timeout,301.0,0
caopt,MCA_0,2,3,,7.01,157
caopt,HIGHLY_CONSTRAINED_1,3,3,,293.6,1596
caopt,MCAC_9,3,1,,293.4,1187
acts,MCA_0,4,1,,1.5,9884
medici,INDUSTRIAL_6,4,1,,96.86,418
medici,HIGHLY_CONSTRAINED_17,2,2,,40.52,253
acts,HIGHLY_CONSTRAINED_8,3,1,,25.82,2767
medici,FM_7,4,1,,0.0,2
kali,CNF_25,3,1,Invalid,127.39,560
kali,UNIFORM_BOOLEAN_14,2,1,,2.22,32
cagen,NUMC_21,2,1,,0.01,8
cagen,MCA_13,5,1,,0.93,48466
medici,BOOLC_21,4,1,,12.01,73
caopt,UNIFORM_BOOLEAN_0,3,2,,2.18,19
cagen,MCA_4,2,2,,0.0,180
cagen,NUMC_6,2,1,,0.01,105
acts,UNIFORM_BOOLEAN_9,3,3,,0.39,32
cagen,UNIFORM_BOOLEAN_7,3,2,,0.0,26
pmedici,HIGHLY_CONSTRAINED_7,2,3,,2.62,138
acts,MCA_24,4,1,,2.99,30106
