ToolName,ModelName,Strength,TimeSeconds,Size,ErrorType
pmedici,BOOLC_28,5,4.32,173,Invalid
cagen,BOOLC_28,5,0.01,145,
appts,BOOLC_28,5,300.56,108,
iposolver,UNIFORM_ALL_33,5,300.07,0,Timeout
cagen,UNIFORM_ALL_33,5,300.0,0,Timeout
appts,UNIFORM_ALL_33,5,302.25,0,Timeout
iposolver,MCA_49,5,300.02,0,Timeout
cagen,MCA_49,5,12.1,317792,
appts,MCA_49,5,301.44,318988,
pmedici,UNIFORM_BOOLEAN_26,5,2.01,71,
iposolver,UNIFORM_BOOLEAN_26,5,0.0,59,
cagen,UNIFORM_BOOLEAN_26,5,0.0,56,
appts,UNIFORM_BOOLEAN_26,5,59.67,42,
iposolver,UNIFORM_ALL_32,5,0.41,161051,
cagen,UNIFORM_ALL_32,5,0.16,161051,
appts,UNIFORM_ALL_32,5,300.61,161051,
iposolver,MCA_15,5,301.0,0,Timeout
cagen,MCA_15,5,300.08,0,Timeout
appts,MCA_15,5,303.21,0,Timeout
pmedici,UNIFORM_BOOLEAN_22,5,1.95,46,
iposolver,UNIFORM_BOOLEAN_22,5,0.0,32,
cagen,UNIFORM_BOOLEAN_22,5,0.0,32,
appts,UNIFORM_BOOLEAN_22,5,39.29,32,
pmedici,UNIFORM_ALL_46,5,8.67,192,
iposolver,UNIFORM_ALL_46,5,1.29,159,
cagen,UNIFORM_ALL_46,5,0.02,151,
appts,UNIFORM_ALL_46,5,300.54,123,
pmedici,UNIFORM_ALL_13,5,37.24,7776,
iposolver,UNIFORM_ALL_13,5,0.03,7776,
cagen,UNIFORM_ALL_13,5,0.01,7776,
appts,UNIFORM_ALL_13,5,300.56,7776,
pmedici,BOOLC_4,5,38.85,245,Invalid
cagen,BOOLC_4,5,0.08,217,
appts,BOOLC_4,5,302.09,0,Timeout
iposolver,UNIFORM_ALL_20,5,300.15,0,Timeout
cagen,UNIFORM_ALL_20,5,300.0,0,Timeout
appts,UNIFORM_ALL_20,5,302.06,0,Timeout
cagen,MCAC_9,5,37.71,265792,
appts,MCAC_9,5,302.12,0,Timeout
pmedici,MCAC_47,5,1.9,7,
cagen,MCAC_47,5,0.0,7,
appts,MCAC_47,5,11.01,7,
iposolver,UNIFORM_ALL_19,5,300.06,0,Timeout
cagen,UNIFORM_ALL_19,5,4.9,44242,
appts,UNIFORM_ALL_19,5,300.89,43708,
iposolver,UNIFORM_ALL_24,5,300.1,0,Timeout
cagen,UNIFORM_ALL_24,5,300.0,0,Timeout
appts,UNIFORM_ALL_24,5,302.09,0,Timeout
pmedici,BOOLC_20,5,46.08,203,Invalid
cagen,BOOLC_20,5,0.06,180,
appts,BOOLC_20,5,300.55,128,
pmedici,BOOLC_6,5,7.78,70,Invalid
cagen,BOOLC_6,5,0.76,68,
appts,BOOLC_6,5,302.14,0,Timeout
iposolver,MCA_14,5,0.77,117040,
cagen,MCA_14,5,0.12,117040,
appts,MCA_14,5,300.59,117040,
iposolver,UNIFORM_ALL_5,5,18.1,196106,
cagen,UNIFORM_ALL_5,5,2.88,187244,
appts,UNIFORM_ALL_5,5,300.78,188052,
iposolver,MCA_41,5,300.64,0,Timeout
cagen,MCA_41,5,300.04,0,Timeout
appts,MCA_41,5,302.67,0,Timeout
pmedici,MCAC_27,5,300.22,0,Timeout
cagen,MCAC_27,5,0.54,210,
appts,MCAC_27,5,302.12,0,Timeout
iposolver,MCA_4,5,300.24,0,Timeout
cagen,MCA_4,5,149.5,6959320,
appts,MCA_4,5,302.55,0,Timeout
iposolver,MCA_10,5,300.04,0,Timeout
cagen,MCA_10,5,27.14,1953914,
appts,MCA_10,5,301.99,1954622,
pmedici,MCA_45,5,1.78,32,
iposolver,MCA_45,5,0.0,32,
cagen,MCA_45,5,0.0,32,
appts,MCA_45,5,29.29,32,
pmedici,MCA_23,5,277.66,22176,
iposolver,MCA_23,5,0.08,22176,
cagen,MCA_23,5,0.02,22176,
appts,MCA_23,5,300.57,22176,
cagen,MCAC_36,5,300.02,0,Timeout
appts,MCAC_36,5,302.19,0,Timeout
iposolver,UNIFORM_ALL_30,5,300.08,0,Timeout
cagen,UNIFORM_ALL_30,5,97.72,479220,
appts,UNIFORM_ALL_30,5,302.17,0,Timeout
pmedici,BOOLC_0,5,2.68,51,Invalid
cagen,BOOLC_0,5,0.01,48,
appts,BOOLC_0,5,16.92,48,
appts,MCAC_43,5,302.14,0,Timeout
cagen,MCAC_16,5,300.18,0,Timeout
appts,MCAC_16,5,303.44,0,Timeout
iposolver,UNIFORM_ALL_47,5,300.11,0,Timeout
cagen,UNIFORM_ALL_47,5,300.0,0,Timeout
appts,UNIFORM_ALL_47,5,301.97,0,Timeout
pmedici,UNIFORM_BOOLEAN_48,5,3.96,150,
iposolver,UNIFORM_BOOLEAN_48,5,0.26,132,
cagen,UNIFORM_BOOLEAN_48,5,0.01,126,
appts,UNIFORM_BOOLEAN_48,5,300.57,98,
pmedici,UNIFORM_ALL_12,5,8.51,186,
iposolver,UNIFORM_ALL_12,5,1.29,159,
cagen,UNIFORM_ALL_12,5,0.02,151,
appts,UNIFORM_ALL_12,5,300.6,123,
iposolver,UNIFORM_ALL_27,5,300.08,0,Timeout
cagen,UNIFORM_ALL_27,5,300.0,0,Timeout
appts,UNIFORM_ALL_27,5,301.9,0,Timeout
pmedici,UNIFORM_ALL_41,5,300.13,0,Timeout
iposolver,UNIFORM_ALL_41,5,33.42,1441,
cagen,UNIFORM_ALL_41,5,0.23,1390,
appts,UNIFORM_ALL_41,5,300.57,1257,
pmedici,BOOLC_3,5,3.51,81,Invalid
cagen,BOOLC_3,5,0.01,75,
appts,BOOLC_3,5,121.18,66,Invalid
iposolver,UNIFORM_ALL_14,5,0.97,371293,
cagen,UNIFORM_ALL_14,5,0.27,371293,
appts,UNIFORM_ALL_14,5,300.67,371293,
pmedici,MCAC_40,5,2.05,85,
cagen,MCAC_40,5,0.0,85,
appts,MCAC_40,5,55.83,85,
appts,MCAC_15,5,302.74,0,Timeout
pmedici,BOOLC_39,5,2.0,65,Invalid
cagen,BOOLC_39,5,0.0,59,
appts,BOOLC_39,5,49.19,47,
iposolver,MCA_29,5,301.0,0,Timeout
cagen,MCA_29,5,300.04,0,Timeout
appts,MCA_29,5,302.64,0,Timeout
iposolver,MCA_5,5,301.0,0,Timeout
cagen,MCA_5,5,300.12,0,Timeout
appts,MCA_5,5,303.36,0,Timeout
iposolver,UNIFORM_ALL_39,5,300.1,0,Timeout
cagen,UNIFORM_ALL_39,5,300.0,0,Timeout
appts,UNIFORM_ALL_39,5,302.1,0,Timeout
iposolver,MCA_7,5,11.03,131834,
cagen,MCA_7,5,0.37,108812,
appts,MCA_7,5,300.65,108726,
iposolver,MCA_13,5,300.62,0,Timeout
cagen,MCA_13,5,300.03,0,Timeout
appts,MCA_13,5,302.91,0,Timeout
pmedici,BOOLC_1,5,8.03,131,Invalid
cagen,BOOLC_1,5,0.01,124,
appts,BOOLC_1,5,300.62,81,
iposolver,MCA_46,5,300.03,0,Timeout
cagen,MCA_46,5,61.77,2183046,
appts,MCA_46,5,302.09,0,Timeout
iposolver,UNIFORM_ALL_2,5,300.07,0,Timeout
cagen,UNIFORM_ALL_2,5,300.0,0,Timeout
appts,UNIFORM_ALL_2,5,301.96,0,Timeout
pmedici,BOOLC_27,5,2.15,101,Invalid
cagen,BOOLC_27,5,0.0,92,
appts,BOOLC_27,5,79.73,69,
iposolver,UNIFORM_ALL_23,5,300.17,0,Timeout
cagen,UNIFORM_ALL_23,5,300.02,0,Timeout
appts,UNIFORM_ALL_23,5,302.0,0,Timeout
iposolver,MCA_37,5,300.21,0,Timeout
cagen,MCA_37,5,300.01,0,Timeout
appts,MCA_37,5,302.3,0,Timeout
cagen,MCAC_49,5,300.0,0,Timeout
appts,MCAC_49,5,302.4,0,Timeout
iposolver,MCA_3,5,300.83,0,Timeout
cagen,MCA_3,5,300.07,0,Timeout
appts,MCA_3,5,302.72,0,Timeout
iposolver,UNIFORM_ALL_29,5,300.1,0,Timeout
cagen,UNIFORM_ALL_29,5,300.0,0,Timeout
appts,UNIFORM_ALL_29,5,302.01,0,Timeout
iposolver,MCA_24,5,301.0,0,Timeout
cagen,MCA_24,5,300.06,0,Timeout
appts,MCA_24,5,303.17,0,Timeout
iposolver,MCA_17,5,300.01,0,Timeout
cagen,MCA_17,5,3.03,145054,
appts,MCA_17,5,300.75,144486,
iposolver,MCA_42,5,300.15,0,Timeout
cagen,MCA_42,5,296.7,7084727,
appts,MCA_42,5,302.17,0,Timeout
iposolver,UNIFORM_ALL_45,5,300.15,0,Timeout
cagen,UNIFORM_ALL_45,5,300.0,0,Timeout
appts,UNIFORM_ALL_45,5,302.06,0,Timeout
pmedici,BOOLC_7,5,15.08,129,Invalid
cagen,BOOLC_7,5,0.03,120,
appts,BOOLC_7,5,302.04,0,Timeout
appts,MCAC_31,5,303.44,0,Timeout
iposolver,UNIFORM_ALL_40,5,300.08,0,Timeout
cagen,UNIFORM_ALL_40,5,300.02,0,Timeout
appts,UNIFORM_ALL_40,5,302.07,0,Timeout
pmedici,MCAC_11,5,42.41,111,
cagen,MCAC_11,5,29.33,111,
appts,MCAC_11,5,302.12,0,Timeout
appts,MCAC_26,5,302.15,0,Timeout
pmedici,MCA_20,5,300.13,0,Timeout
iposolver,MCA_20,5,300.03,0,Timeout
cagen,MCA_20,5,10.87,1998000,
appts,MCA_20,5,301.25,1996416,
iposolver,MCA_48,5,8.25,90454,
cagen,MCA_48,5,2.07,104929,
appts,MCA_48,5,300.83,90648,
iposolver,MCA_34,5,16.34,268658,
cagen,MCA_34,5,10.27,262080,
appts,MCA_34,5,300.62,262080,
cagen,MCAC_21,5,300.0,0,Timeout
appts,MCAC_21,5,302.07,0,Timeout
pmedici,UNIFORM_BOOLEAN_38,5,2.78,132,
iposolver,UNIFORM_BOOLEAN_38,5,0.1,117,
cagen,UNIFORM_BOOLEAN_38,5,0.0,118,
appts,UNIFORM_BOOLEAN_38,5,232.57,85,
iposolver,UNIFORM_ALL_8,5,4.72,1889568,
cagen,UNIFORM_ALL_8,5,1.32,1889568,
appts,UNIFORM_ALL_8,5,300.9,1889568,
pmedici,BOOLC_9,5,35.68,273,Invalid
cagen,BOOLC_9,5,0.12,240,
appts,BOOLC_9,5,302.1,0,Timeout
iposolver,UNIFORM_ALL_22,5,300.13,0,Timeout
cagen,UNIFORM_ALL_22,5,300.01,0,Timeout
appts,UNIFORM_ALL_22,5,302.14,0,Timeout
cagen,MCAC_5,5,300.05,0,Timeout
appts,MCAC_5,5,302.91,0,Timeout
cagen,MCAC_24,5,277.0,9999421,
appts,MCAC_24,5,302.05,0,Timeout
pmedici,MCAC_37,5,3.45,8,
cagen,MCAC_37,5,0.12,8,
appts,MCAC_37,5,289.46,8,
cagen,MCAC_35,5,300.15,0,Timeout
appts,MCAC_35,5,303.87,0,Timeout
appts,MCAC_29,5,302.45,0,Timeout
iposolver,UNIFORM_ALL_9,5,300.09,0,Timeout
cagen,UNIFORM_ALL_9,5,11.77,162184,
appts,UNIFORM_ALL_9,5,302.05,0,Timeout
iposolver,UNIFORM_ALL_28,5,300.11,0,Timeout
cagen,UNIFORM_ALL_28,5,42.33,322856,
appts,UNIFORM_ALL_28,5,302.17,0,Timeout
pmedici,MCAC_23,5,133.91,33,
cagen,MCAC_23,5,0.34,33,
appts,MCAC_23,5,302.07,0,Timeout
pmedici,UNIFORM_ALL_25,5,7.42,797,
iposolver,UNIFORM_ALL_25,5,0.11,677,
cagen,UNIFORM_ALL_25,5,0.01,628,
appts,UNIFORM_ALL_25,5,300.58,539,
cagen,MCAC_2,5,300.06,0,Timeout
appts,MCAC_2,5,302.9,0,Timeout
iposolver,MCA_28,5,5.11,145653,
cagen,MCA_28,5,1.6,148200,
appts,MCA_28,5,300.92,147033,
cagen,MCAC_30,5,300.12,0,Timeout
appts,MCAC_30,5,303.99,0,Timeout
appts,MCAC_32,5,302.2,0,Timeout
iposolver,UNIFORM_ALL_1,5,300.16,0,Timeout
cagen,UNIFORM_ALL_1,5,300.01,0,Timeout
appts,UNIFORM_ALL_1,5,301.91,0,Timeout
iposolver,MCA_36,5,300.04,0,Timeout
cagen,MCA_36,5,11.23,1538305,
appts,MCA_36,5,302.16,0,Timeout
pmedici,UNIFORM_BOOLEAN_18,5,1.93,66,
iposolver,UNIFORM_BOOLEAN_18,5,0.0,59,
cagen,UNIFORM_BOOLEAN_18,5,0.0,56,
appts,UNIFORM_BOOLEAN_18,5,57.03,43,
cagen,MCAC_8,5,300.02,0,Timeout
appts,MCAC_8,5,302.5,0,Timeout
pmedici,UNIFORM_BOOLEAN_41,5,2.27,95,
iposolver,UNIFORM_BOOLEAN_41,5,0.01,88,
cagen,UNIFORM_BOOLEAN_41,5,0.0,84,
appts,UNIFORM_BOOLEAN_41,5,108.87,56,
pmedici,UNIFORM_BOOLEAN_14,5,3.73,158,
iposolver,UNIFORM_BOOLEAN_14,5,0.26,132,
cagen,UNIFORM_BOOLEAN_14,5,0.01,126,
appts,UNIFORM_BOOLEAN_14,5,300.58,99,
pmedici,BOOLC_34,5,8.34,219,Invalid
cagen,BOOLC_34,5,19.2,199,
appts,BOOLC_34,5,300.57,136,Invalid
pmedici,BOOLC_47,5,40.93,258,Invalid
appts,BOOLC_47,5,302.0,0,Timeout
pmedici,UNIFORM_BOOLEAN_35,5,2.88,138,
iposolver,UNIFORM_BOOLEAN_35,5,0.11,117,
cagen,UNIFORM_BOOLEAN_35,5,0.0,118,
appts,UNIFORM_BOOLEAN_35,5,300.57,84,
pmedici,BOOLC_12,5,2.61,4,
cagen,BOOLC_12,5,0.45,4,
appts,BOOLC_12,5,300.56,4,
pmedici,UNIFORM_BOOLEAN_0,5,1.99,86,
iposolver,UNIFORM_BOOLEAN_0,5,0.0,74,
cagen,UNIFORM_BOOLEAN_0,5,0.0,72,
appts,UNIFORM_BOOLEAN_0,5,75.91,52,
pmedici,BOOLC_19,5,40.17,217,Invalid
cagen,BOOLC_19,5,247.58,210,
appts,BOOLC_19,5,302.05,0,Timeout
pmedici,BOOLC_16,5,6.52,9,
cagen,BOOLC_16,5,3.43,9,
appts,BOOLC_16,5,302.07,0,Timeout
appts,MCAC_22,5,302.87,0,Timeout
pmedici,UNIFORM_BOOLEAN_46,5,2.31,114,
iposolver,UNIFORM_BOOLEAN_46,5,0.05,107,
cagen,UNIFORM_BOOLEAN_46,5,0.0,109,
appts,UNIFORM_BOOLEAN_46,5,228.29,77,
pmedici,BOOLC_43,5,16.99,267,Invalid
appts,BOOLC_43,5,300.62,165,Invalid
pmedici,UNIFORM_BOOLEAN_13,5,3.3,148,
iposolver,UNIFORM_BOOLEAN_13,5,0.14,125,
cagen,UNIFORM_BOOLEAN_13,5,0.01,123,
appts,UNIFORM_BOOLEAN_13,5,300.56,92,
pmedici,UNIFORM_BOOLEAN_4,5,1.97,81,
iposolver,UNIFORM_BOOLEAN_4,5,0.01,74,
cagen,UNIFORM_BOOLEAN_4,5,0.0,72,
appts,UNIFORM_BOOLEAN_4,5,76.51,52,
pmedici,UNIFORM_BOOLEAN_31,5,2.02,92,
iposolver,UNIFORM_BOOLEAN_31,5,0.02,88,
cagen,UNIFORM_BOOLEAN_31,5,0.0,84,
appts,UNIFORM_BOOLEAN_31,5,109.59,56,
iposolver,UNIFORM_ALL_0,5,300.11,0,Timeout
cagen,UNIFORM_ALL_0,5,83.74,546169,
appts,UNIFORM_ALL_0,5,302.1,0,Timeout
pmedici,UNIFORM_BOOLEAN_24,5,15.86,206,
iposolver,UNIFORM_BOOLEAN_24,5,2.57,175,
cagen,UNIFORM_BOOLEAN_24,5,0.04,164,
appts,UNIFORM_BOOLEAN_24,5,300.59,134,
pmedici,BOOLC_30,5,27.43,308,Invalid
appts,BOOLC_30,5,302.11,0,Timeout
pmedici,UNIFORM_BOOLEAN_45,5,1.94,32,
iposolver,UNIFORM_BOOLEAN_45,5,0.0,32,
cagen,UNIFORM_BOOLEAN_45,5,0.0,32,
appts,UNIFORM_BOOLEAN_45,5,28.92,32,
pmedici,UNIFORM_BOOLEAN_10,5,6.09,172,
iposolver,UNIFORM_BOOLEAN_10,5,0.6,147,
cagen,UNIFORM_BOOLEAN_10,5,0.02,140,
appts,UNIFORM_BOOLEAN_10,5,300.5,111,
pmedici,BOOLC_33,5,39.29,215,Invalid
cagen,BOOLC_33,5,52.77,201,
appts,BOOLC_33,5,302.14,0,Timeout
cagen,MCAC_4,5,300.02,0,Timeout
appts,MCAC_4,5,302.45,0,Timeout
pmedici,UNIFORM_BOOLEAN_7,5,1.92,52,
iposolver,UNIFORM_BOOLEAN_7,5,0.0,32,
cagen,UNIFORM_BOOLEAN_7,5,0.0,32,
appts,UNIFORM_BOOLEAN_7,5,39.81,32,
pmedici,BOOLC_40,5,10.49,217,Invalid
cagen,BOOLC_40,5,0.02,195,
appts,BOOLC_40,5,300.56,128,Invalid
pmedici,BOOLC_15,5,9.09,207,Invalid
cagen,BOOLC_15,5,0.02,188,
appts,BOOLC_15,5,300.61,141,
pmedici,UNIFORM_BOOLEAN_27,5,1.98,54,
iposolver,UNIFORM_BOOLEAN_27,5,0.0,32,
cagen,UNIFORM_BOOLEAN_27,5,0.0,32,
appts,UNIFORM_BOOLEAN_27,5,40.18,32,
appts,MCAC_25,5,303.07,0,Timeout
pmedici,BOOLC_11,5,1.76,2,
cagen,BOOLC_11,5,0.0,2,
appts,BOOLC_11,5,8.5,2,
pmedici,BOOLC_44,5,17.15,112,Invalid
cagen,BOOLC_44,5,0.04,101,
appts,BOOLC_44,5,301.98,0,Timeout
pmedici,UNIFORM_ALL_7,5,300.12,0,Timeout
iposolver,UNIFORM_ALL_7,5,180.16,5826,
cagen,UNIFORM_ALL_7,5,1.07,6141,
appts,UNIFORM_ALL_7,5,300.59,5408,
pmedici,UNIFORM_BOOLEAN_36,5,13.59,203,
iposolver,UNIFORM_BOOLEAN_36,5,2.58,175,
cagen,UNIFORM_BOOLEAN_36,5,0.04,164,
appts,UNIFORM_BOOLEAN_36,5,300.61,133,
pmedici,UNIFORM_BOOLEAN_3,5,3.13,140,
iposolver,UNIFORM_BOOLEAN_3,5,0.17,125,
cagen,UNIFORM_BOOLEAN_3,5,0.01,123,
appts,UNIFORM_BOOLEAN_3,5,300.55,92,
pmedici,UNIFORM_BOOLEAN_23,5,8.24,187,
iposolver,UNIFORM_BOOLEAN_23,5,1.3,159,
cagen,UNIFORM_BOOLEAN_23,5,0.02,151,
appts,UNIFORM_BOOLEAN_23,5,300.58,123,
pmedici,BOOLC_29,5,1.91,22,
cagen,BOOLC_29,5,0.0,22,
appts,BOOLC_29,5,27.93,22,
pmedici,UNIFORM_BOOLEAN_42,5,6.9,178,
iposolver,UNIFORM_BOOLEAN_42,5,0.92,154,
cagen,UNIFORM_BOOLEAN_42,5,0.02,146,
appts,UNIFORM_BOOLEAN_42,5,300.56,118,
appts,MCAC_38,5,302.48,0,Timeout
pmedici,BOOLC_21,5,2.51,11,Invalid
cagen,BOOLC_21,5,0.01,8,
appts,BOOLC_21,5,42.75,8,
pmedici,BOOLC_48,5,12.89,160,Invalid
cagen,BOOLC_48,5,0.08,147,
appts,BOOLC_48,5,300.56,113,
pmedici,BOOLC_25,5,4.41,13,Invalid
cagen,BOOLC_25,5,0.01,12,
appts,BOOLC_25,5,302.12,0,Timeout
pmedici,BOOLC_38,5,2.92,107,Invalid
cagen,BOOLC_38,5,0.01,101,
appts,BOOLC_38,5,5.83,105,
pmedici,UNIFORM_BOOLEAN_39,5,6.91,182,
iposolver,UNIFORM_BOOLEAN_39,5,0.87,154,
cagen,UNIFORM_BOOLEAN_39,5,0.02,146,
appts,UNIFORM_BOOLEAN_39,5,300.58,117,
pmedici,BOOLC_26,5,2.35,16,
cagen,BOOLC_26,5,0.0,16,
appts,BOOLC_26,5,61.69,16,
pmedici,BOOLC_22,5,35.93,202,Invalid
cagen,BOOLC_22,5,0.11,191,
appts,BOOLC_22,5,302.05,0,Timeout
pmedici,MCA_39,5,31.33,3194,
iposolver,MCA_39,5,0.06,2666,
cagen,MCA_39,5,0.01,2664,
appts,MCA_39,5,300.57,2220,
appts,MCAC_0,5,302.03,0,Timeout
pmedici,UNIFORM_BOOLEAN_49,5,12.6,195,
iposolver,UNIFORM_BOOLEAN_49,5,1.81,167,
cagen,UNIFORM_BOOLEAN_49,5,0.03,159,
appts,UNIFORM_BOOLEAN_49,5,300.56,129,
pmedici,MCAC_7,5,8.42,758,Invalid
cagen,MCAC_7,5,0.01,756,
appts,MCAC_7,5,3.5,761,
pmedici,BOOLC_31,3,2.46,16,Invalid
cagen,BOOLC_31,3,0.77,11,
appts,BOOLC_31,3,33.68,10,
pmedici,UNIFORM_BOOLEAN_5,3,1.94,28,
iposolver,UNIFORM_BOOLEAN_5,3,0.01,22,
cagen,UNIFORM_BOOLEAN_5,3,0.0,22,
appts,UNIFORM_BOOLEAN_5,3,29.24,15,
pmedici,UNIFORM_ALL_18,3,300.11,0,Timeout
iposolver,UNIFORM_ALL_18,3,5.59,3193,
cagen,UNIFORM_ALL_18,3,0.11,3112,
appts,UNIFORM_ALL_18,3,300.11,2888,
pmedici,UNIFORM_BOOLEAN_2,3,1.77,32,
iposolver,UNIFORM_BOOLEAN_2,3,0.02,28,
cagen,UNIFORM_BOOLEAN_2,3,0.0,24,
appts,UNIFORM_BOOLEAN_2,3,44.01,18,
pmedici,UNIFORM_BOOLEAN_43,3,1.93,32,
iposolver,UNIFORM_BOOLEAN_43,3,0.02,27,
cagen,UNIFORM_BOOLEAN_43,3,0.0,24,
appts,UNIFORM_BOOLEAN_43,3,43.71,17,
pmedici,MCAC_39,3,2.19,11,
cagen,MCAC_39,3,0.01,11,
appts,MCAC_39,3,4.99,11,
pmedici,UNIFORM_BOOLEAN_16,3,1.89,21,
iposolver,UNIFORM_BOOLEAN_16,3,0.0,20,
cagen,UNIFORM_BOOLEAN_16,3,0.0,20,
appts,UNIFORM_BOOLEAN_16,3,25.27,12,
pmedici,UNIFORM_BOOLEAN_12,3,1.9,34,
iposolver,UNIFORM_BOOLEAN_12,3,0.01,25,
cagen,UNIFORM_BOOLEAN_12,3,0.0,24,
appts,UNIFORM_BOOLEAN_12,3,35.94,17,
pmedici,MCA_32,3,300.03,0,Timeout
iposolver,MCA_32,3,0.4,29335,
cagen,MCA_32,3,0.06,29304,
appts,MCA_32,3,300.11,29304,
pmedici,UNIFORM_BOOLEAN_47,3,1.84,24,
iposolver,UNIFORM_BOOLEAN_47,3,0.0,18,
cagen,UNIFORM_BOOLEAN_47,3,0.0,18,
appts,UNIFORM_BOOLEAN_47,3,23.76,12,
pmedici,BOOLC_35,3,1.86,21,Invalid
cagen,BOOLC_35,3,0.0,12,
appts,BOOLC_35,3,18.69,10,
pmedici,UNIFORM_ALL_31,3,1.94,29,
iposolver,UNIFORM_ALL_31,3,0.01,22,
cagen,UNIFORM_ALL_31,3,0.0,22,
appts,UNIFORM_ALL_31,3,28.8,15,
pmedici,UNIFORM_ALL_48,3,1.99,171,
iposolver,UNIFORM_ALL_48,3,0.0,146,
cagen,UNIFORM_ALL_48,3,0.0,125,
appts,UNIFORM_ALL_48,3,27.97,125,
pmedici,MCAC_19,3,3.23,706,Invalid
cagen,MCAC_19,3,0.02,692,
appts,MCAC_19,3,4.17,692,
pmedici,MCA_43,3,300.13,0,Timeout
iposolver,MCA_43,3,7.69,71450,
cagen,MCA_43,3,0.28,71466,
appts,MCA_43,3,300.17,71440,
pmedici,MCAC_14,3,300.14,0,Timeout
cagen,MCAC_14,3,0.25,19807,
appts,MCAC_14,3,300.14,19780,Invalid
pmedici,UNIFORM_BOOLEAN_33,3,2.03,30,
iposolver,UNIFORM_BOOLEAN_33,3,0.02,27,
cagen,UNIFORM_BOOLEAN_33,3,0.0,24,
appts,UNIFORM_BOOLEAN_33,3,49.54,17,
pmedici,MCAC_41,3,300.11,0,Timeout
cagen,MCAC_41,3,31.29,113802,
appts,MCAC_41,3,300.17,0,Timeout
pmedici,MCAC_6,3,300.13,0,Timeout
cagen,MCAC_6,3,33.73,16071,
appts,MCAC_6,3,300.14,0,Timeout
pmedici,MCA_21,3,300.12,0,Timeout
iposolver,MCA_21,3,38.75,51659,
cagen,MCA_21,3,0.55,50966,
appts,MCA_21,3,300.18,50246,
pmedici,MCA_9,3,300.13,0,Timeout
iposolver,MCA_9,3,89.43,115983,
cagen,MCA_9,3,0.94,103915,
appts,MCA_9,3,300.75,103729,
pmedici,BOOLC_13,3,1.96,11,Invalid
cagen,BOOLC_13,3,0.0,9,
appts,BOOLC_13,3,2.53,9,
pmedici,BOOLC_46,3,1.97,33,Invalid
cagen,BOOLC_46,3,0.0,20,
appts,BOOLC_46,3,24.64,18,Invalid
pmedici,UNIFORM_BOOLEAN_19,3,1.94,28,
iposolver,UNIFORM_BOOLEAN_19,3,0.01,23,
cagen,UNIFORM_BOOLEAN_19,3,0.0,22,
appts,UNIFORM_BOOLEAN_19,3,31.24,16,
pmedici,MCAC_34,3,261.47,64,
cagen,MCAC_34,3,300.0,0,Timeout
appts,MCAC_34,3,300.14,0,Timeout
pmedici,UNIFORM_ALL_3,3,214.94,4944,
iposolver,UNIFORM_ALL_3,3,1.54,3376,
cagen,UNIFORM_ALL_3,3,0.03,2541,
appts,UNIFORM_ALL_3,3,300.11,3055,
pmedici,BOOLC_2,3,2.29,47,Invalid
cagen,BOOLC_2,3,0.0,20,
appts,BOOLC_2,3,31.38,15,
pmedici,UNIFORM_ALL_49,3,239.76,4125,
iposolver,UNIFORM_ALL_49,3,3.13,2962,
cagen,UNIFORM_ALL_49,3,0.08,2893,
appts,UNIFORM_ALL_49,3,300.11,2671,
pmedici,BOOLC_18,3,2.35,9,Invalid
cagen,BOOLC_18,3,0.13,6,
appts,BOOLC_18,3,36.37,6,
pmedici,UNIFORM_BOOLEAN_6,3,1.94,27,
iposolver,UNIFORM_BOOLEAN_6,3,0.01,23,
cagen,UNIFORM_BOOLEAN_6,3,0.0,22,
appts,UNIFORM_BOOLEAN_6,3,31.66,16,
pmedici,BOOLC_17,3,1.98,45,Invalid
cagen,BOOLC_17,3,0.07,25,
appts,BOOLC_17,3,38.91,17,
pmedici,UNIFORM_ALL_43,3,300.12,0,Timeout
iposolver,UNIFORM_ALL_43,3,63.25,9550,
cagen,UNIFORM_ALL_43,3,0.46,9370,
appts,UNIFORM_ALL_43,3,300.13,8984,
pmedici,BOOLC_42,3,2.07,7,Invalid
cagen,BOOLC_42,3,0.01,6,
appts,BOOLC_42,3,21.41,6,
pmedici,UNIFORM_ALL_16,3,2.01,36,
iposolver,UNIFORM_ALL_16,3,0.03,29,
cagen,UNIFORM_ALL_16,3,0.0,26,
appts,UNIFORM_ALL_16,3,43.17,20,
pmedici,MCAC_10,3,300.13,0,Timeout
cagen,MCAC_10,3,13.86,48399,
appts,MCAC_10,3,300.16,50041,
pmedici,UNIFORM_BOOLEAN_37,3,2.01,35,
iposolver,UNIFORM_BOOLEAN_37,3,0.02,29,
cagen,UNIFORM_BOOLEAN_37,3,0.0,26,
appts,UNIFORM_BOOLEAN_37,3,59.7,18,
pmedici,MCAC_45,3,300.14,0,Timeout
cagen,MCAC_45,3,0.32,32439,
appts,MCAC_45,3,300.14,32443,
pmedici,BOOLC_24,3,1.8,8,
cagen,BOOLC_24,3,0.0,8,
appts,BOOLC_24,3,13.73,8,
pmedici,MCA_25,3,300.13,0,Timeout
iposolver,MCA_25,3,1.23,60760,
cagen,MCA_25,3,0.12,60760,
appts,MCA_25,3,300.12,60760,
pmedici,UNIFORM_ALL_34,3,2.81,218,
iposolver,UNIFORM_ALL_34,3,0.03,177,
cagen,UNIFORM_ALL_34,3,0.0,168,
appts,UNIFORM_ALL_34,3,51.55,132,
