ToolName,ModelName,Strength,Iteration,ErrorType,TimeSeconds,Size
pmedici,MCAC_25,3,1,Timeout,300.13,0
pmedici,BOOLC_44,3,1,Invalid,2.29,52
cagen,MCAC_39,3,1,,0.01,11
iposolver,MCA_21,5,1,Timeout,301.0,0
pmedici,MCA_23,3,1,,33.97,5562
appts,UNIFORM_BOOLEAN_7,2,3,,11.62,6
cagen,UNIFORM_ALL_3,3,3,,0.03,2541
appts,UNIFORM_ALL_44,2,1,,38.67,60
appts,BOOLC_40,2,1,Invalid,13.99,8
cagen,UNIFORM_BOOLEAN_32,2,3,,0.0,4
appts,UNIFORM_ALL_11,2,1,,25.75,121
appts,BOOLC_15,2,1,,13.27,8
iposolver,UNIFORM_BOOLEAN_24,2,1,,0.0,11
appts,UNIFORM_BOOLEAN_35,4,1,,131.26,24
iposolver,MCA_5,2,2,,0.36,2283
cagen,UNIFORM_ALL_49,2,1,,0.0,211
appts,MCA_49,5,1,,301.44,318988
cagen,MCA_35,5,1,Timeout,300.02,0
appts,UNIFORM_BOOLEAN_4,2,1,,11.8,6
iposolver,MCA_44,2,2,,0.07,2600
appts,BOOLC_43,2,3,Invalid,34.11,8
cagen,UNIFORM_BOOLEAN_31,2,1,,0.0,8
pmedici,MCA_9,3,1,Timeout,300.13,0
appts,UNIFORM_ALL_47,2,3,,121.85,370
cagen,UNIFORM_ALL_0,3,1,,0.14,3210
iposolver,MCA_11,2,2,,0.07,1935
appts,BOOLC_16,2,3,,4.15,7
appts,UNIFORM_ALL_12,2,3,,14.57,8
cagen,BOOLC_30,2,1,Timeout,300.0,0
appts,MCAC_37,2,3,,5.17,6
pmedici,UNIFORM_BOOLEAN_45,3,1,,1.76,15
pmedici,UNIFORM_BOOLEAN_10,3,1,,1.98,31
iposolver,UNIFORM_ALL_25,5,1,,0.11,677
cagen,MCAC_17,2,2,,0.0,37
pmedici,UNIFORM_ALL_20,4,1,Timeout,300.12,0
cagen,MCAC_42,2,2,Timeout,300.0,0
appts,MCAC_33,2,1,,300.24,2214
cagen,BOOLC_34,2,3,,19.22,11
iposolver,UNIFORM_ALL_12,2,2,,0.0,11
cagen,UNIFORM_BOOLEAN_8,2,1,,0.0,4
iposolver,UNIFORM_ALL_47,2,2,,0.18,457
cagen,UNIFORM_ALL_35,3,2,,1.08,18771
cagen,MCA_49,4,2,,1.3,52944
cagen,UNIFORM_BOOLEAN_18,3,2,,0.0,16
iposolver,MCA_38,3,1,,6.22,73502
appts,MCA_3,3,2,,300.15,76609
cagen,BOOLC_19,3,2,,247.58,37
pmedici,MCAC_22,3,1,Timeout,300.13,0
pmedici,BOOLC_16,3,1,Invalid,2.5,11
pmedici,BOOLC_43,3,1,Invalid,2.15,71
cagen,UNIFORM_ALL_18,2,3,,0.0,211
iposolver,UNIFORM_BOOLEAN_20,2,3,,0.0,6
pmedici,UNIFORM_BOOLEAN_39,2,2,,2.01,14
cagen,UNIFORM_BOOLEAN_35,2,3,,0.0,10
appts,BOOLC_47,2,1,,42.57,9
cagen,UNIFORM_ALL_4,3,3,,0.05,5929
iposolver,UNIFORM_ALL_9,2,1,,0.03,133
appts,UNIFORM_ALL_43,2,1,,96.39,357
appts,BOOLC_12,2,1,,12.59,4
appts,UNIFORM_ALL_16,2,1,,13.16,8
pmedici,MCA_24,3,1,Timeout,300.14,0
iposolver,MCA_26,5,1,Timeout,301.0,0
appts,UNIFORM_BOOLEAN_0,2,3,,12.34,6
cagen,BOOLC_44,2,2,,0.01,8
appts,MCAC_25,5,1,Timeout,303.07,0
cagen,UNIFORM_ALL_10,3,3,,0.0,27
cagen,BOOLC_11,2,2,,0.0,2
cagen,UNIFORM_ALL_45,3,3,,0.36,19257
iposolver,UNIFORM_ALL_37,2,3,,0.0,225
appts,MCA_23,3,2,,140.15,5544
cagen,UNIFORM_ALL_23,4,2,,52.77,246007
iposolver,UNIFORM_BOOLEAN_28,3,3,,0.0,8
iposolver,UNIFORM_ALL_1,3,1,,143.1,24923
pmedici,MCA_5,2,3,,49.68,3952
cagen,MCAC_36,2,1,,0.03,1602
cagen,MCA_39,4,3,,0.01,1332
pmedici,MCAC_34,4,1,Timeout,300.19,0
iposolver,UNIFORM_ALL_29,4,3,Timeout,300.05,0
pmedici,UNIFORM_BOOLEAN_49,2,3,,1.89,12
cagen,UNIFORM_BOOLEAN_0,3,1,,0.0,18
cagen,MCA_3,2,1,,0.01,2110
iposolver,UNIFORM_BOOLEAN_7,4,2,,0.0,29
appts,UNIFORM_BOOLEAN_27,3,3,,20.18,12
pmedici,UNIFORM_ALL_7,4,1,,188.16,1530
pmedici,MCA_32,4,1,Timeout,300.02,0
iposolver,MCA_30,2,1,,0.0,12
cagen,UNIFORM_BOOLEAN_45,2,2,,0.0,6
cagen,MCA_27,2,3,,0.0,705
cagen,UNIFORM_BOOLEAN_10,2,2,,0.0,10
cagen,UNIFORM_BOOLEAN_4,3,3,,0.0,18
cagen,MCA_7,2,3,,0.0,572
cagen,BOOLC_38,3,1,,0.0,24
appts,UNIFORM_BOOLEAN_23,3,1,,39.51,19
appts,UNIFORM_ALL_4,5,1,Timeout,302.05,0
pmedici,UNIFORM_BOOLEAN_18,2,1,,1.77,16
cagen,MCAC_4,4,1,,67.98,969961
appts,BOOLC_33,2,2,,22.0,7
iposolver,MCA_34,2,3,,0.04,1680
appts,UNIFORM_ALL_37,2,2,,22.72,225
cagen,MCA_23,2,1,,0.0,924
cagen,UNIFORM_BOOLEAN_27,5,1,,0.0,32
cagen,BOOLC_26,5,1,,0.0,16
appts,MCAC_47,2,2,,11.12,6
appts,MCAC_12,2,2,,2.18,77
appts,MCA_41,4,1,,300.49,1495051
cagen,UNIFORM_ALL_14,3,1,,0.01,2197
iposolver,UNIFORM_ALL_33,2,1,,0.06,360
cagen,UNIFORM_ALL_41,3,1,,0.01,91
appts,MCA_14,4,1,,300.16,58520
pmedici,MCA_28,2,3,,5.34,1437
cagen,MCAC_32,2,3,Timeout,300.0,0
iposolver,MCA_19,3,2,,9.04,63597
cagen,UNIFORM_BOOLEAN_39,3,1,,0.0,24
pmedici,MCA_1,2,1,,1.78,4
iposolver,UNIFORM_ALL_5,3,3,,0.15,1873
cagen,UNIFORM_ALL_8,2,1,,0.0,378
pmedici,UNIFORM_ALL_36,3,1,,218.16,6645
appts,MCA_24,3,2,,300.27,65250
cagen,UNIFORM_ALL_24,4,2,,6.99,183285
cagen,UNIFORM_ALL_17,3,3,,0.0,125
appts,MCAC_22,5,1,Timeout,302.87,0
cagen,BOOLC_43,2,2,Timeout,300.0,0
iposolver,UNIFORM_ALL_30,2,3,,0.03,209
iposolver,UNIFORM_BOOLEAN_49,4,2,,0.28,74
cagen,BOOLC_16,2,2,,3.45,7
pmedici,BOOLC_19,2,1,Invalid,2.04,39
cagen,MCAC_31,2,1,Timeout,300.01,0
iposolver,MCA_29,4,1,Timeout,300.13,0
appts,UNIFORM_ALL_19,3,1,,300.11,646
pmedici,BOOLC_8,2,2,Invalid,1.9,29
iposolver,UNIFORM_ALL_6,3,1,,0.02,1595
pmedici,MCA_2,2,3,,1.98,95
appts,BOOLC_48,3,1,,35.51,18
iposolver,UNIFORM_ALL_48,3,2,,0.0,146
cagen,MCA_4,2,1,,0.02,1606
cagen,UNIFORM_BOOLEAN_7,3,1,,0.0,12
pmedici,UNIFORM_ALL_0,4,1,Timeout,300.12,0
appts,UNIFORM_BOOLEAN_20,3,3,,15.15,8
iposolver,UNIFORM_BOOLEAN_0,4,2,,0.0,39
cagen,MCA_20,2,3,,0.01,1681
iposolver,MCA_37,2,1,,0.14,1031
pmedici,MCA_35,4,1,Timeout,300.13,0
cagen,UNIFORM_BOOLEAN_42,2,2,,0.0,10
cagen,MCAC_7,4,3,,0.0,362
pmedici,UNIFORM_ALL_18,2,2,,3.57,311
cagen,UNIFORM_BOOLEAN_17,2,2,,0.0,4
appts,UNIFORM_ALL_3,5,1,Timeout,301.99,0
appts,MCAC_38,3,3,Timeout,300.17,0
cagen,MCA_0,2,3,,0.0,115
iposolver,UNIFORM_BOOLEAN_35,5,1,,0.11,117
cagen,UNIFORM_BOOLEAN_3,3,3,,0.0,22
appts,UNIFORM_BOOLEAN_24,3,1,,108.14,18
cagen,MCAC_18,3,2,,0.01,1
appts,UNIFORM_ALL_30,2,2,,25.58,121
cagen,MCA_24,2,1,,0.02,2076
appts,BOOLC_34,2,2,,19.28,8
cagen,MCAC_3,4,1,,0.0,194
iposolver,MCA_33,2,3,,0.0,205
cagen,UNIFORM_ALL_13,3,1,,0.0,282
appts,MCA_46,4,1,Timeout,301.0,0
pmedici,BOOLC_48,2,3,Invalid,1.94,33
iposolver,UNIFORM_ALL_34,2,1,,0.0,31
appts,MCA_13,4,1,Timeout,301.0,0
cagen,UNIFORM_ALL_46,3,1,,0.0,26
pmedici,MCAC_29,2,3,Invalid,43.79,2145
appts,MCAC_40,2,2,,28.15,85
cagen,BOOLC_21,5,1,,0.01,8
appts,MCAC_15,2,2,,49.87,2146
appts,BOOLC_19,3,3,Invalid,80.32,36
pmedici,MCA_6,2,1,,35.09,3363
appts,UNIFORM_ALL_48,3,3,,27.97,125
pmedici,UNIFORM_ALL_31,3,1,,1.94,29
iposolver,UNIFORM_ALL_2,3,3,,12.11,7898
cagen,MCAC_35,2,3,,0.67,2386
cagen,MCAC_21,2,2,,295.03,931
pmedici,UNIFORM_ALL_43,4,1,Timeout,300.13,0
iposolver,MCA_39,4,2,,0.04,1421
pmedici,UNIFORM_ALL_16,4,1,,3.08,86
cagen,UNIFORM_BOOLEAN_19,4,1,,0.0,52
cagen,MCA_48,3,1,,0.04,13120
iposolver,UNIFORM_ALL_46,5,1,,1.29,159
cagen,UNIFORM_ALL_34,4,1,,0.02,824
iposolver,UNIFORM_ALL_13,5,1,,0.03,7776
appts,MCA_34,3,1,,300.1,43680
cagen,BOOLC_4,2,1,,0.02,11
pmedici,UNIFORM_BOOLEAN_26,3,1,,1.94,18
appts,UNIFORM_BOOLEAN_48,2,1,,12.29,7
pmedici,MCAC_2,2,2,Invalid,21.34,2271
appts,UNIFORM_ALL_24,2,3,,78.39,342
appts,BOOLC_20,2,3,,13.52,8
iposolver,MCA_27,2,2,,0.01,705
pmedici,BOOLC_6,4,1,Invalid,3.16,61
appts,BOOLC_9,3,1,,35.72,27
pmedici,UNIFORM_BOOLEAN_38,5,1,,2.78,132
iposolver,UNIFORM_BOOLEAN_12,2,1,,0.0,9
iposolver,UNIFORM_BOOLEAN_47,2,1,,0.0,9
cagen,BOOLC_18,4,1,,0.15,6
pmedici,UNIFORM_BOOLEAN_9,2,3,,1.93,7
iposolver,MCA_10,5,1,Timeout,300.04,0
pmedici,MCA_12,3,1,Timeout,300.14,0
cagen,UNIFORM_ALL_1,4,2,,73.34,691425
iposolver,MCA_45,5,1,,0.0,32
pmedici,MCA_47,3,1,,11.2,1922
appts,UNIFORM_ALL_20,2,1,,173.82,616
cagen,MCA_34,2,2,,0.01,1680
appts,BOOLC_24,2,1,,7.63,4
iposolver,UNIFORM_BOOLEAN_16,2,3,,0.0,9
appts,MCA_48,2,2,,38.14,1312
iposolver,UNIFORM_BOOLEAN_43,2,3,,0.0,11
iposolver,MCA_4,5,1,Timeout,300.24,0
pmedici,BOOLC_20,3,1,Invalid,2.38,57
appts,MCAC_9,3,3,Timeout,300.13,0
pmedici,MCAC_14,3,1,Timeout,300.14,0
appts,UNIFORM_BOOLEAN_34,3,2,,65.96,17
pmedici,MCAC_41,3,1,Timeout,300.11,0
cagen,MCAC_16,5,1,Timeout,300.18,0
cagen,MCA_19,3,3,,0.34,63698
cagen,UNIFORM_BOOLEAN_48,4,3,,0.0,54
iposolver,UNIFORM_ALL_24,2,2,,0.11,424
appts,UNIFORM_BOOLEAN_19,2,3,,13.56,7
cagen,UNIFORM_ALL_30,4,3,,1.36,40051
cagen,BOOLC_0,2,3,,0.02,9
cagen,MCAC_26,2,2,Timeout,300.0,0
pmedici,UNIFORM_ALL_44,4,1,Timeout,300.13,0
pmedici,UNIFORM_ALL_11,4,1,Timeout,300.12,0
iposolver,UNIFORM_ALL_41,5,1,,33.42,1441
cagen,UNIFORM_ALL_33,4,1,,3.91,130986
cagen,BOOLC_3,2,1,,0.0,7
pmedici,UNIFORM_BOOLEAN_21,3,1,,1.88,16
pmedici,UNIFORM_ALL_9,2,2,,2.5,186
iposolver,UNIFORM_BOOLEAN_9,2,1,,0.0,4
iposolver,UNIFORM_ALL_14,5,1,,0.97,371293
pmedici,BOOLC_1,4,1,Invalid,2.71,60
appts,BOOLC_27,2,3,,13.82,6
iposolver,MCA_20,2,2,,0.06,1704
pmedici,MCAC_5,2,2,Invalid,47.87,2700
appts,UNIFORM_ALL_23,2,3,,36.8,289
iposolver,UNIFORM_BOOLEAN_15,2,1,,0.0,11
appts,MCA_5,4,1,,300.71,3399260
iposolver,UNIFORM_BOOLEAN_40,2,1,,0.0,6
appts,BOOLC_23,2,1,,3.04,1
appts,UNIFORM_ALL_27,2,1,,93.36,406
cagen,MCA_33,2,2,,0.0,205
pmedici,MCA_15,3,1,Timeout,300.14,0
iposolver,MCA_17,5,1,Timeout,300.01,0
pmedici,MCA_40,3,1,,2.32,254
iposolver,MCA_42,5,1,Timeout,300.15,0
cagen,UNIFORM_ALL_6,4,2,,0.01,14641
pmedici,MCAC_13,3,1,Timeout,300.13,0
pmedici,BOOLC_27,3,1,Invalid,2.0,39
appts,MCAC_49,4,1,Timeout,300.16,0
cagen,BOOLC_28,3,2,,0.0,24
appts,UNIFORM_BOOLEAN_33,3,2,,54.5,17
iposolver,MCA_3,5,1,Timeout,300.83,0
pmedici,MCAC_46,3,1,Timeout,300.12,0
cagen,UNIFORM_ALL_29,2,3,,0.01,324
iposolver,UNIFORM_BOOLEAN_11,2,3,,0.0,9
iposolver,UNIFORM_BOOLEAN_44,2,3,,0.0,9
appts,UNIFORM_ALL_39,4,1,Timeout,300.17,0
cagen,UNIFORM_BOOLEAN_29,3,2,,0.0,8
cagen,MCAC_11,5,1,,29.33,111
pmedici,BOOLC_39,5,1,Invalid,2.0,65
cagen,BOOLC_7,2,3,,0.02,10
appts,MCA_37,3,3,,300.17,23413
iposolver,UNIFORM_ALL_23,2,2,,0.13,513
cagen,MCAC_2,3,2,,0.58,56451
appts,BOOLC_35,5,1,,31.99,30
appts,UNIFORM_ALL_31,5,1,,300.53,84
cagen,MCA_16,2,3,,0.0,4
cagen,MCAC_19,4,1,,0.01,1329
cagen,UNIFORM_BOOLEAN_21,2,2,,0.0,8
cagen,MCA_43,2,3,,0.01,1881
iposolver,UNIFORM_BOOLEAN_5,3,3,,0.01,22
pmedici,BOOLC_31,4,1,Invalid,2.99,13
iposolver,UNIFORM_ALL_18,4,3,Timeout,300.04,0
iposolver,UNIFORM_BOOLEAN_34,2,2,,0.0,11
appts,UNIFORM_BOOLEAN_43,3,3,,43.71,17
appts,UNIFORM_BOOLEAN_16,3,3,,26.34,12
appts,UNIFORM_ALL_2,2,2,,183.94,311
pmedici,MCA_48,2,1,,4.97,1313
appts,BOOLC_2,2,3,,13.87,7
appts,MCAC_14,5,1,Timeout,302.15,0
cagen,UNIFORM_ALL_21,3,3,,0.0,1728
appts,MCAC_6,2,3,,198.7,700
cagen,BOOLC_20,2,2,,0.0,10
appts,MCAC_41,5,1,Timeout,302.8,0
cagen,UNIFORM_ALL_47,4,2,,13.54,212399
iposolver,UNIFORM_BOOLEAN_19,3,3,,0.01,23
appts,MCA_47,3,2,,74.3,1890
cagen,UNIFORM_ALL_12,4,2,,0.01,63
appts,BOOLC_6,2,1,Invalid,15.39,11
iposolver,UNIFORM_ALL_7,4,2,,9.4,1173
pmedici,MCA_19,2,3,,28.77,2612
pmedici,UNIFORM_BOOLEAN_2,3,1,,1.77,32
pmedici,BOOLC_9,5,1,Invalid,35.68,273
iposolver,MCA_28,3,2,,0.37,24701
cagen,BOOLC_17,5,1,,0.07,135
iposolver,UNIFORM_BOOLEAN_48,3,1,,0.01,24
cagen,BOOLC_42,5,1,,0.02,6
appts,MCAC_23,2,2,,8.3,33
cagen,UNIFORM_ALL_25,3,1,,0.0,63
pmedici,UNIFORM_BOOLEAN_37,4,1,,2.79,84
appts,MCAC_2,2,1,,43.08,1656
appts,MCA_25,4,1,,300.18,911465
cagen,MCA_12,2,1,,0.01,1618
cagen,MCA_47,2,1,,0.0,378
cagen,MCAC_48,4,3,,44.87,901158
cagen,UNIFORM_BOOLEAN_16,5,1,,0.0,84
cagen,UNIFORM_BOOLEAN_43,5,1,,0.02,140
appts,UNIFORM_BOOLEAN_47,3,1,,24.0,12
appts,UNIFORM_BOOLEAN_12,3,1,,54.63,17
iposolver,UNIFORM_BOOLEAN_1,3,1,,0.0,8
pmedici,UNIFORM_BOOLEAN_29,2,1,,1.83,7
cagen,UNIFORM_BOOLEAN_6,4,2,,0.0,52
iposolver,UNIFORM_ALL_49,4,1,,177.33,38666
cagen,MCA_11,2,3,,0.01,1939
pmedici,UNIFORM_ALL_29,2,2,,6.49,467
cagen,MCA_44,2,3,,0.01,2450
cagen,UNIFORM_BOOLEAN_26,2,2,,0.0,8
appts,UNIFORM_ALL_36,5,1,Timeout,302.16,0
appts,BOOLC_32,5,1,,3.77,52
cagen,MCAC_5,3,2,,66.67,77915
appts,UNIFORM_BOOLEAN_44,3,3,,24.09,12
appts,UNIFORM_ALL_5,2,2,,36.98,123
appts,UNIFORM_BOOLEAN_11,3,3,,29.77,12
appts,MCA_38,2,3,,45.23,2100
iposolver,UNIFORM_BOOLEAN_2,3,3,,0.02,28
cagen,BOOLC_39,4,2,,0.0,31
cagen,BOOLC_8,3,3,,0.0,16
pmedici,BOOLC_36,4,1,Invalid,2.81,85
iposolver,UNIFORM_BOOLEAN_33,2,2,,0.0,11
appts,BOOLC_5,2,3,,3.79,1
cagen,UNIFORM_BOOLEAN_38,4,2,,0.0,50
appts,UNIFORM_ALL_28,3,1,,300.12,2170
appts,MCA_15,3,2,Timeout,300.23,0
cagen,UNIFORM_ALL_40,4,2,,71.16,325585
appts,MCA_40,3,2,,39.99,240
cagen,UNIFORM_ALL_26,3,3,,0.01,1465
pmedici,MCAC_49,2,1,Invalid,59.37,1702
appts,MCAC_13,5,1,Timeout,302.15,0
pmedici,BOOLC_28,2,1,Invalid,1.99,35
appts,MCAC_1,2,3,,5.08,24
appts,MCAC_46,5,1,Timeout,302.31,0
cagen,BOOLC_27,2,2,,0.0,9
appts,BOOLC_28,3,3,,33.44,16
iposolver,UNIFORM_ALL_0,4,2,Timeout,300.04,0
appts,BOOLC_1,2,1,,13.69,7
iposolver,MCA_49,4,3,,221.5,57837
pmedici,UNIFORM_BOOLEAN_5,3,1,,1.94,28
cagen,UNIFORM_ALL_22,3,1,,0.71,16148
pmedici,UNIFORM_BOOLEAN_30,4,1,,2.03,61
appts,MCAC_5,2,1,,240.1,2161
pmedici,MCAC_18,2,3,,2.0,1
cagen,BOOLC_10,5,1,,0.0,66
appts,MCAC_24,2,2,,42.92,1702
cagen,BOOLC_45,5,1,,0.06,163
cagen,UNIFORM_BOOLEAN_11,5,1,,0.0,98
cagen,MCAC_29,3,2,Timeout,300.0,0
cagen,UNIFORM_BOOLEAN_44,5,1,,0.0,72
cagen,MCA_15,2,1,,0.02,1991
cagen,MCA_40,2,1,,0.0,120
iposolver,UNIFORM_BOOLEAN_6,3,1,,0.01,23
appts,UNIFORM_BOOLEAN_40,3,1,,17.55,10
appts,UNIFORM_BOOLEAN_15,3,1,,53.07,17
cagen,MCA_38,4,2,,7.32,2058002
appts,BOOLC_28,4,1,,152.97,41
appts,UNIFORM_BOOLEAN_9,3,2,,11.17,8
pmedici,MCA_4,2,2,,9.54,1885
iposolver,MCA_49,3,1,,4.5,8826
iposolver,UNIFORM_BOOLEAN_29,3,2,,0.0,8
cagen,UNIFORM_ALL_22,4,3,,221.89,519370
appts,MCAC_17,2,1,,16.9,37
iposolver,MCA_8,3,1,,0.0,40
appts,MCAC_42,2,1,,300.15,1335
iposolver,UNIFORM_ALL_36,2,2,,0.02,267
cagen,UNIFORM_ALL_44,3,2,,0.02,640
cagen,BOOLC_10,2,3,,0.0,9
cagen,UNIFORM_ALL_11,3,2,,0.03,2541
cagen,BOOLC_45,2,3,,0.0,10
cagen,UNIFORM_BOOLEAN_11,2,3,,0.0,10
appts,UNIFORM_ALL_32,2,1,,21.44,121
cagen,MCA_26,2,2,,0.02,2217
appts,BOOLC_36,2,1,,13.89,7
cagen,UNIFORM_BOOLEAN_44,2,3,,0.0,8
cagen,MCAC_1,4,2,,0.05,24
appts,UNIFORM_BOOLEAN_26,3,2,,21.93,12
iposolver,UNIFORM_BOOLEAN_6,4,3,,0.04,59
pmedici,BOOLC_32,3,1,Invalid,2.05,38
pmedici,UNIFORM_BOOLEAN_48,2,2,,1.97,32
iposolver,UNIFORM_ALL_28,4,2,Timeout,300.03,0
cagen,MCA_11,5,1,,12.66,2612260
cagen,MCA_44,5,1,,3.18,3292800
cagen,UNIFORM_BOOLEAN_15,2,1,,0.0,10
appts,UNIFORM_ALL_36,2,3,,25.78,169
iposolver,MCA_35,2,2,,0.2,2234
cagen,UNIFORM_BOOLEAN_40,2,1,,0.0,6
appts,BOOLC_32,2,3,,2.51,9
appts,UNIFORM_BOOLEAN_44,4,1,,48.09,24
appts,UNIFORM_BOOLEAN_11,4,1,,78.7,24
appts,MCA_38,5,1,Timeout,302.49,0
cagen,BOOLC_8,4,1,,0.0,36
iposolver,UNIFORM_BOOLEAN_2,4,1,,0.14,68
cagen,MCA_6,2,2,,0.02,2205
cagen,UNIFORM_ALL_38,2,1,,0.0,361
cagen,UNIFORM_BOOLEAN_5,3,2,,0.0,22
iposolver,UNIFORM_ALL_4,3,2,,1.58,5974
appts,BOOLC_5,5,1,Timeout,301.92,0
cagen,MCAC_33,2,2,Timeout,300.01,0
pmedici,MCA_29,2,2,,35.66,2177
cagen,BOOLC_14,2,1,,0.0,6
cagen,BOOLC_41,2,1,,0.01,6
cagen,UNIFORM_ALL_26,4,1,,0.16,15631
appts,MCAC_13,2,3,,33.14,324
appts,MCA_26,3,1,,300.67,95054
appts,MCAC_46,2,3,,70.44,1443
pmedici,UNIFORM_BOOLEAN_34,3,1,,2.02,35
appts,MCAC_1,5,1,Timeout,301.94,0
pmedici,MCA_3,2,2,,30.1,3130
pmedici,BOOLC_9,2,3,Invalid,2.02,46
cagen,BOOLC_17,2,3,,0.07,10
iposolver,UNIFORM_ALL_31,2,2,,0.0,9
iposolver,UNIFORM_BOOLEAN_48,4,3,,0.05,61
cagen,UNIFORM_ALL_43,3,2,,0.46,9370
cagen,BOOLC_42,2,3,,0.01,6
cagen,UNIFORM_ALL_16,3,2,,0.0,26
appts,MCAC_10,2,1,,231.44,1480
cagen,UNIFORM_ALL_25,4,3,,0.0,196
appts,MCAC_45,2,1,,95.59,1473
appts,MCA_25,3,3,,300.15,60760
cagen,MCAC_48,3,1,,19.56,42816
cagen,UNIFORM_BOOLEAN_16,2,3,,0.0,8
pmedici,UNIFORM_ALL_19,2,3,,2.23,111
cagen,MCAC_6,4,2,Timeout,300.0,0
cagen,UNIFORM_BOOLEAN_43,2,3,,0.0,10
appts,BOOLC_31,2,1,,12.58,5
appts,UNIFORM_ALL_35,2,1,,48.34,361
cagen,MCA_21,2,2,,0.02,1556
appts,UNIFORM_BOOLEAN_21,3,2,,20.86,12
pmedici,BOOLC_35,3,1,Invalid,1.86,21
iposolver,UNIFORM_ALL_49,3,3,,3.14,2962
cagen,UNIFORM_BOOLEAN_12,2,1,,0.0,10
iposolver,MCA_32,2,2,,0.03,1628
appts,BOOLC_35,2,3,,11.03,6
cagen,UNIFORM_BOOLEAN_47,2,1,,0.0,8
appts,UNIFORM_ALL_31,2,3,,13.8,7
pmedici,UNIFORM_ALL_48,2,1,,2.06,45
cagen,MCAC_19,3,3,,0.02,692
cagen,MCA_43,5,1,,193.06,24003840
iposolver,UNIFORM_BOOLEAN_5,4,1,,0.03,54
iposolver,UNIFORM_ALL_18,3,1,,5.69,3193
cagen,UNIFORM_BOOLEAN_2,3,2,,0.0,24
cagen,MCA_1,2,2,,0.0,4
appts,MCAC_39,3,2,,4.99,11
appts,UNIFORM_BOOLEAN_43,4,1,,162.51,36
appts,UNIFORM_BOOLEAN_16,4,1,,60.05,24
cagen,MCAC_34,2,2,Timeout,300.0,0
appts,BOOLC_2,5,1,,300.58,65
iposolver,UNIFORM_ALL_3,3,2,,1.59,3376
appts,UNIFORM_ALL_49,3,2,,300.12,2675
appts,BOOLC_18,3,2,,37.12,6
pmedici,UNIFORM_BOOLEAN_6,4,1,,2.04,65
appts,MCAC_14,2,3,,38.75,989
cagen,UNIFORM_ALL_21,4,1,,0.02,20736
pmedici,UNIFORM_BOOLEAN_33,3,1,,2.03,30
appts,MCAC_41,2,3,,300.15,2127
appts,MCAC_6,5,1,Timeout,302.16,0
appts,MCA_21,3,1,,300.18,50350
cagen,BOOLC_13,2,1,,0.0,7
appts,MCA_9,2,1,,49.06,2350
pmedici,MCAC_28,2,2,Invalid,1.9,5
cagen,BOOLC_46,2,1,,0.0,7
pmedici,BOOLC_49,2,2,Invalid,1.94,6
iposolver,UNIFORM_BOOLEAN_19,4,1,,0.04,59
appts,BOOLC_10,2,2,,11.63,6
iposolver,MCA_17,2,3,,0.03,480
appts,UNIFORM_ALL_14,2,2,,23.56,169
pmedici,BOOLC_5,3,1,,2.24,1
appts,BOOLC_45,2,2,,2.86,11
iposolver,MCA_42,2,3,,0.13,1064
appts,UNIFORM_ALL_41,2,2,,30.46,17
appts,MCAC_49,3,3,,300.14,33595
appts,MCA_29,2,1,,44.07,1920
iposolver,MCA_3,2,3,,0.13,2190
cagen,UNIFORM_ALL_29,5,1,Timeout,300.0,0
iposolver,UNIFORM_BOOLEAN_11,5,1,,0.02,98
iposolver,UNIFORM_BOOLEAN_44,5,1,,0.01,74
appts,UNIFORM_ALL_39,3,3,,300.14,10121
pmedici,UNIFORM_ALL_40,3,1,Timeout,300.03,0
cagen,MCAC_44,2,3,,0.0,86
cagen,MCAC_11,2,3,,29.37,110
iposolver,UNIFORM_ALL_45,2,1,,0.15,679
cagen,MCA_9,3,2,,0.98,103915
pmedici,BOOLC_39,2,3,Invalid,1.98,25
cagen,BOOLC_7,5,1,,0.03,120
iposolver,UNIFORM_ALL_10,2,1,,0.0,10
appts,MCA_37,4,1,,300.83,491662
appts,MCAC_31,2,2,,300.45,2264
cagen,MCAC_40,2,1,,0.01,85
cagen,MCAC_15,2,1,Timeout,300.0,0
appts,BOOLC_39,3,1,,22.47,13
cagen,MCA_29,3,2,,0.87,55898
cagen,UNIFORM_ALL_33,3,3,,0.15,7123
iposolver,UNIFORM_BOOLEAN_38,4,2,,0.03,54
iposolver,UNIFORM_ALL_41,2,3,,0.01,25
appts,UNIFORM_BOOLEAN_29,2,2,,6.61,4
cagen,BOOLC_32,2,2,,0.0,9
iposolver,UNIFORM_ALL_14,2,3,,0.01,225
pmedici,MCA_11,4,1,Timeout,300.14,0
iposolver,MCA_13,2,1,,0.14,1911
pmedici,MCA_44,4,1,Timeout,300.13,0
iposolver,MCA_46,2,1,,0.07,948
cagen,UNIFORM_BOOLEAN_33,2,2,,0.0,10
cagen,UNIFORM_ALL_2,3,2,,0.21,7786
appts,UNIFORM_BOOLEAN_6,2,2,,13.34,7
appts,BOOLC_27,5,1,,79.73,69
appts,UNIFORM_ALL_23,5,1,Timeout,302.0,0
appts,MCA_5,3,3,Timeout,300.3,0
iposolver,UNIFORM_ALL_39,3,2,,39.77,10737
pmedici,MCAC_17,4,1,Invalid,2.39,163
pmedici,BOOLC_23,4,1,,2.01,1
iposolver,MCA_7,2,1,,0.02,602
pmedici,MCAC_42,4,1,Timeout,300.12,0
